event_id,event_date,event_quarter,regime,target_factor,timing_factor,ois_1m_mew,ois_6m_mew,stoxx50_mew,rate_factor_for_screen,yield_response_for_screen,equity_response_for_screen,rate_factor_sign,yield_response_sign,equity_response_sign,information_effect_screen,contamination_flag,monthly_identification_window
ECB_20040401,2004-04-01,2004Q2,pre_gfc,2.974278690334073,2.215972390262136,3.99999999999998,6.7,-0.37845870785036,2.974278690334073,6.7,-0.37845870785036,positive,positive,negative,possible_pure_monetary_shock,False,False
ECB_20040506,2004-05-06,2004Q2,pre_gfc,-0.0801996537288778,-1.1909248571578828,0.0500000000000167,1.24999999999997,-0.3756694229513969,-0.0801996537288778,1.24999999999997,-0.3756694229513969,negative,positive,negative,mixed_sign_factor_yield_conflict,True,False
ECB_20040603,2004-06-03,2004Q2,pre_gfc,-0.8719926923924304,1.164256399955074,-0.749999999999984,-0.999999999999979,0.1636739657776329,-0.8719926923924304,-0.999999999999979,0.1636739657776329,negative,negative,positive,possible_pure_monetary_shock,False,False
ECB_20040701,2004-07-01,2004Q3,pre_gfc,-0.4515193752291986,-0.7982180503499217,0.199999999999978,-0.1500000000000059,-0.26212149850684,-0.4515193752291986,-0.1500000000000059,-0.26212149850684,negative,negative,negative,possible_information_shock,True,False
ECB_20040805,2004-08-05,2004Q3,pre_gfc,-0.3294855591589873,,-0.100000000000033,0.499999999999989,0.0559026346179437,-0.3294855591589873,0.499999999999989,0.0559026346179437,negative,positive,positive,mixed_sign_factor_yield_conflict,True,False
ECB_20040902,2004-09-02,2004Q3,pre_gfc,0.0595622325904793,0.1673560080488232,0.0,-0.800000000000001,-0.162259395543973,0.0595622325904793,-0.800000000000001,-0.162259395543973,positive,negative,negative,mixed_sign_factor_yield_conflict,True,False
ECB_20041007,2004-10-07,2004Q4,pre_gfc,-0.4346319081083223,-1.7686747148991862,-0.6250000000000089,-0.4750000000000029,-0.0609701318114553,-0.4346319081083223,-0.4750000000000029,-0.0609701318114553,negative,negative,negative,possible_information_shock,True,False
ECB_20041104,2004-11-04,2004Q4,pre_gfc,-0.4268477030420858,-0.8080418694762544,-0.499999999999989,-0.0500000000000167,-0.0772547901275012,-0.4268477030420858,-0.0500000000000167,-0.0772547901275012,negative,negative,negative,possible_information_shock,True,False
ECB_20041202,2004-12-02,2004Q4,pre_gfc,-1.3810878167580107,1.2092394637601,0.700000000000012,0.4799999999999919,-0.346588745823784,-1.3810878167580107,0.4799999999999919,-0.346588745823784,negative,positive,negative,mixed_sign_factor_yield_conflict,True,False
ECB_20050113,2005-01-13,2005Q1,pre_gfc,-0.4271083817944274,0.1685850825603645,-1.40000000000002,-2.59999999999998,0.0242332812877777,-0.4271083817944274,-2.59999999999998,0.0242332812877777,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20050203,2005-02-03,2005Q1,pre_gfc,-0.7228922477269442,-0.3063074577106637,-0.249999999999995,-0.0500000000000167,-0.328877728129484,-0.7228922477269442,-0.0500000000000167,-0.328877728129484,negative,negative,negative,possible_information_shock,True,True
ECB_20050303,2005-03-03,2005Q1,pre_gfc,-0.3126857730243842,-0.6774697127774012,0.0,-0.649999999999995,0.169307953804854,-0.3126857730243842,-0.649999999999995,0.169307953804854,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20050407,2005-04-07,2005Q2,pre_gfc,-0.7120665169521546,0.1458348779740232,-0.800000000000001,-1.09999999999997,-0.3131275661363729,-0.7120665169521546,-1.09999999999997,-0.3131275661363729,negative,negative,negative,possible_information_shock,True,True
ECB_20050504,2005-05-04,2005Q2,pre_gfc,-0.6012341183950993,0.0697101935301506,-0.099999999999989,0.249999999999995,0.2556634877063149,-0.6012341183950993,0.249999999999995,0.2556634877063149,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20050602,2005-06-02,2005Q2,pre_gfc,0.3072475456705274,-0.7892763018394585,0.499999999999989,2.0,-0.143928175912933,0.3072475456705274,2.0,-0.143928175912933,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20050707,2005-07-07,2005Q3,pre_gfc,-0.2337313221153058,0.3696259173109873,0.499999999999989,2.09999999999999,0.933380773970072,-0.2337313221153058,2.09999999999999,0.933380773970072,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20050804,2005-08-04,2005Q3,pre_gfc,-0.3145649125319258,,0.0,0.3000000000000109,-0.0524284318734303,-0.3145649125319258,0.3000000000000109,-0.0524284318734303,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20050901,2005-09-01,2005Q3,pre_gfc,-0.6174176468819867,0.7980955895832714,0.0,-0.3000000000000109,0.117994472816285,-0.6174176468819867,-0.3000000000000109,0.117994472816285,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20051006,2005-10-06,2005Q4,pre_gfc,-0.3768852991483269,0.1441304599065473,0.0,-0.099999999999989,0.1968452051327669,-0.3768852991483269,-0.099999999999989,0.1968452051327669,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20051103,2005-11-03,2005Q4,pre_gfc,-1.15955575384659,-0.7934371588672974,-1.50000000000001,-0.649999999999995,0.658218208543993,-1.15955575384659,-0.649999999999995,0.658218208543993,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20051201,2005-12-01,2005Q4,pre_gfc,-1.1964370054335298,-0.6277855536831437,-1.29999999999999,-2.4,0.468173717201736,-1.1964370054335298,-2.4,0.468173717201736,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20060112,2006-01-12,2006Q1,pre_gfc,-0.5439032102488222,-0.7266392847713875,-1.00000000000002,-1.85,0.115551209822584,-0.5439032102488222,-1.85,0.115551209822584,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20060202,2006-02-02,2006Q1,pre_gfc,-1.4784787738058771,0.2035009666361903,-1.2,-0.550000000000006,0.0344480510655387,-1.4784787738058771,-0.550000000000006,0.0344480510655387,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20060302,2006-03-02,2006Q1,pre_gfc,-0.191244349660254,-0.6303603917683749,-0.3000000000000109,0.950000000000006,-0.543618066514107,-0.191244349660254,0.950000000000006,-0.543618066514107,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20060406,2006-04-06,2006Q2,pre_gfc,-0.8917508152683341,-8.056905596549884,-1.29999999999999,-8.9,0.317085567836806,-0.8917508152683341,-8.9,0.317085567836806,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20060504,2006-05-04,2006Q2,pre_gfc,-2.580849168411538,0.9549467122228668,-2.09999999999999,0.350000000000028,-0.0396690769093766,-2.580849168411538,0.350000000000028,-0.0396690769093766,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20060608,2006-06-08,2006Q2,pre_gfc,-0.9313778932765984,-2.739976035666884,-2.60000000000002,-3.14999999999999,0.590529580651022,-0.9313778932765984,-3.14999999999999,0.590529580651022,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20060706,2006-07-06,2006Q3,pre_gfc,-1.9530356437373704,2.450086664029772,-1.05,2.4,-0.12308403961736,-1.9530356437373704,2.4,-0.12308403961736,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20060803,2006-08-03,2006Q3,pre_gfc,0.4635770584745104,0.1640551501793188,0.999999999999979,1.45,-0.0027318821576471,0.4635770584745104,1.45,-0.0027318821576471,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20060831,2006-08-31,2006Q3,pre_gfc,-0.5670362504734736,0.2943417406631602,-0.100000000000033,1.40000000000002,-0.016254919115255,-0.5670362504734736,1.40000000000002,-0.016254919115255,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20061005,2006-10-05,2006Q4,pre_gfc,-0.4867923451736411,0.6251698892017347,0.0500000000000167,-0.099999999999989,0.0946219063218123,-0.4867923451736411,-0.099999999999989,0.0946219063218123,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20061102,2006-11-02,2006Q4,pre_gfc,-1.3318624735416935,-0.0823919004540863,-1.2,-0.299999999999967,-0.900673254099615,-1.3318624735416935,-0.299999999999967,-0.900673254099615,negative,negative,negative,possible_information_shock,True,True
ECB_20061207,2006-12-07,2006Q4,pre_gfc,-0.0232724858842574,0.3186664140701954,0.3000000000000109,2.25,0.697180658989183,-0.0232724858842574,2.25,0.697180658989183,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20070111,2007-01-11,2007Q1,pre_gfc,-0.4165756629244225,-2.58307916797776,-0.499999999999989,-3.94999999999999,0.644947006706076,-0.4165756629244225,-3.94999999999999,0.644947006706076,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20070208,2007-02-08,2007Q1,pre_gfc,-1.051643514945904,-2.529699647518554,-0.550000000000006,1.00000000000002,-0.254627685623987,-1.051643514945904,1.00000000000002,-0.254627685623987,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20070308,2007-03-08,2007Q1,pre_gfc,-0.3572086178286358,1.00587661424302,0.599999999999978,1.29999999999999,0.0854472550656737,-0.3572086178286358,1.29999999999999,0.0854472550656737,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20070412,2007-04-12,2007Q2,pre_gfc,-0.2423072636576391,-0.4629079721773659,0.0,-0.3499999999999839,-0.3214999202239,-0.2423072636576391,-0.3499999999999839,-0.3214999202239,negative,negative,negative,possible_information_shock,True,True
ECB_20070510,2007-05-10,2007Q2,pre_gfc,-0.228966714104588,0.3841079986330331,0.2000000000000219,-0.4500000000000168,-0.11738420423022,-0.228966714104588,-0.4500000000000168,-0.11738420423022,negative,negative,negative,possible_information_shock,True,True
ECB_20070606,2007-06-06,2007Q2,pre_gfc,-0.4073561975708307,0.5886960624511056,0.250000000000039,-0.649999999999995,-0.1107338237508419,-0.4073561975708307,-0.649999999999995,-0.1107338237508419,negative,negative,negative,possible_information_shock,True,True
ECB_20070705,2007-07-05,2007Q3,pre_gfc,-0.306251174283157,-0.1623939038856881,-0.24999999999995,0.499999999999989,-0.120659650220034,-0.306251174283157,0.499999999999989,-0.120659650220034,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20070802,2007-08-02,2007Q3,pre_gfc,-0.7548615929764566,,-0.3500000000000719,-0.199999999999978,-0.0510285526303277,-0.7548615929764566,-0.199999999999978,-0.0510285526303277,negative,negative,negative,possible_information_shock,True,True
ECB_20070906,2007-09-06,2007Q3,pre_gfc,-1.6962599499890498,-3.6236892573041577,-3.39999999999998,-2.55000000000001,0.5263120267525069,-1.6962599499890498,-2.55000000000001,0.5263120267525069,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20071004,2007-10-04,2007Q4,pre_gfc,-1.3867382867277125,1.1163491600578226,-0.6350000000000299,0.499999999999989,-0.0832170679183618,-1.3867382867277125,0.499999999999989,-0.0832170679183618,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20071108,2007-11-08,2007Q4,pre_gfc,-0.790835376688694,-0.701396124921333,-0.250000000000039,-1.90000000000001,-0.3491027769920049,-0.790835376688694,-1.90000000000001,-0.3491027769920049,negative,negative,negative,possible_information_shock,True,True
ECB_20071206,2007-12-06,2007Q4,pre_gfc,-0.2459319633036809,-0.6435374124784157,-0.4,2.20000000000002,-0.381738081675564,-0.2459319633036809,2.20000000000002,-0.381738081675564,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20080110,2008-01-10,2008Q1,pre_gfc,-0.5803660946261604,0.7102730171448841,0.100000000000033,-0.499999999999989,-0.2956150270607689,-0.5803660946261604,-0.499999999999989,-0.2956150270607689,negative,negative,negative,possible_information_shock,True,True
ECB_20080207,2008-02-07,2008Q1,pre_gfc,0.043667497649005,-3.181121066728388,-0.999999999999979,-4.99999999999998,-0.605038240964717,0.043667497649005,-4.99999999999998,-0.605038240964717,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20080306,2008-03-06,2008Q1,pre_gfc,-0.5943213082919927,2.840478920276999,0.3499999999999839,3.2,-0.5644706049215739,-0.5943213082919927,3.2,-0.5644706049215739,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20080410,2008-04-10,2008Q2,pre_gfc,-0.1844591237246463,0.7402172494829173,0.199999999999978,0.100000000000033,0.0499747449866916,-0.1844591237246463,0.100000000000033,0.0499747449866916,negative,positive,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20080508,2008-05-08,2008Q2,pre_gfc,-0.5144742943949154,-0.2403479081682502,-0.7000000000000559,-0.9000000000000338,-0.4253197279034279,-0.5144742943949154,-0.9000000000000338,-0.4253197279034279,negative,negative,negative,possible_information_shock,True,True
ECB_20080605,2008-06-05,2008Q2,pre_gfc,-0.4371376928911606,9.911649972808936,-0.100000000000033,15.0,-0.433983633554824,-0.4371376928911606,15.0,-0.433983633554824,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20080703,2008-07-03,2008Q3,gfc,-1.2979839627758942,3.5040442803412923,-1.6,-7.44999999999996,1.35320062185773,-1.2979839627758942,-7.44999999999996,1.35320062185773,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20080807,2008-08-07,2008Q3,gfc,-0.1016673009286694,2.4689682848042893,0.3000000000000109,-3.59999999999996,-0.6372700028288489,-0.1016673009286694,-3.59999999999996,-0.6372700028288489,negative,negative,negative,possible_information_shock,True,True
ECB_20080904,2008-09-04,2008Q3,gfc,-0.3790901988338649,-0.438083292493798,-0.3000000000000109,-0.499999999999989,-0.755483514443789,-0.3790901988338649,-0.499999999999989,-0.755483514443789,negative,negative,negative,possible_information_shock,True,True
ECB_20081002,2008-10-02,2008Q4,gfc,2.221918020717985,-5.863553526468637,-0.100000000000033,-5.80000000000003,-0.810760493031637,2.221918020717985,-5.80000000000003,-0.810760493031637,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20081008,2008-10-08,2008Q4,gfc,,,-20.1,-3.2,1.82643328591379,,-3.2,1.82643328591379,missing,negative,positive,possible_pure_monetary_shock,False,True
ECB_20081106,2008-11-06,2008Q4,gfc,,,14.2,16.6,-1.30428193491552,,16.6,-1.30428193491552,missing,positive,negative,possible_pure_monetary_shock,False,True
ECB_20081204,2008-12-04,2008Q4,gfc,3.3012671489551697,0.5732667779269244,2.95000000000001,5.50000000000002,-1.47784599256786,3.3012671489551697,5.50000000000002,-1.47784599256786,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20090115,2009-01-15,2009Q1,gfc,-7.271856164270845,6.557912928599522,-3.50000000000001,-1.0,-0.571526476159256,-7.271856164270845,-1.0,-0.571526476159256,negative,negative,negative,possible_information_shock,True,True
ECB_20090205,2009-02-05,2009Q1,gfc,-0.0592748739692981,-4.624131687783626,-1.15000000000001,-5.5,-0.458091676403427,-0.0592748739692981,-5.5,-0.458091676403427,negative,negative,negative,possible_information_shock,True,True
ECB_20090305,2009-03-05,2009Q1,gfc,3.208023901652355,-2.272457278318138,1.65000000000001,0.5,0.2286596424686319,3.208023901652355,0.5,0.2286596424686319,positive,positive,positive,possible_information_shock,True,True
ECB_20090402,2009-04-02,2009Q2,gfc,4.985190957130369,2.937428339346684,7.400000000000009,6.19999999999999,-0.0510608946750146,4.985190957130369,6.19999999999999,-0.0510608946750146,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20090507,2009-05-07,2009Q2,gfc,-1.169549155758193,-0.8864105481343921,-1.0,-2.1,-0.2922215352481489,-1.169549155758193,-2.1,-0.2922215352481489,negative,negative,negative,possible_information_shock,True,True
ECB_20090604,2009-06-04,2009Q2,gfc,0.7109437598756242,0.1899815514885921,0.2,3.85,0.0120242890783828,0.7109437598756242,3.85,0.0120242890783828,positive,positive,positive,possible_information_shock,True,True
ECB_20090702,2009-07-02,2009Q3,gfc,1.6486223866343408,-6.358317665390605,-2.85,-5.90000000000001,-1.66959763168348,1.6486223866343408,-5.90000000000001,-1.66959763168348,positive,negative,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20090806,2009-08-06,2009Q3,gfc,0.0999583352383328,-2.5138487900533577,-1.1,0.5,-0.0954478917656765,0.0999583352383328,0.5,-0.0954478917656765,positive,positive,negative,possible_pure_monetary_shock,False,True
ECB_20090903,2009-09-03,2009Q3,gfc,-0.7775409984222543,-2.351830900663121,-1.45,-4.100000000000001,-0.219099207942719,-0.7775409984222543,-4.100000000000001,-0.219099207942719,negative,negative,negative,possible_information_shock,True,True
ECB_20091008,2009-10-08,2009Q4,gfc,-0.3069823293157658,-0.3901566635814254,-1.0,-2.15,-0.173400424928793,-0.3069823293157658,-2.15,-0.173400424928793,negative,negative,negative,possible_information_shock,True,True
ECB_20091105,2009-11-05,2009Q4,gfc,-0.899119812236331,-2.0182496047078797,-1.0,-1.8,0.807551135358597,-0.899119812236331,-1.8,0.807551135358597,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20091203,2009-12-03,2009Q4,gfc,-1.0738930756020433,-5.23083374038625,-3.2,-3.5,0.314817376122178,-1.0738930756020433,-3.5,0.314817376122178,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20100114,2010-01-14,2010Q1,euro_crisis,-0.641495359629291,0.1442476692043024,0.1,-1.1,-0.181830713177078,-0.641495359629291,-1.1,-0.181830713177078,negative,negative,negative,possible_information_shock,True,True
ECB_20100204,2010-02-04,2010Q1,euro_crisis,-0.2147663795798842,-0.0793296195337067,-0.05,-0.5,-0.9575063063429028,-0.2147663795798842,-0.5,-0.9575063063429028,negative,negative,negative,possible_information_shock,True,True
ECB_20100304,2010-03-04,2010Q1,euro_crisis,-0.4165158513683266,-1.409650965894452,-0.35,-2.05,0.307755207621874,-0.4165158513683266,-2.05,0.307755207621874,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20100408,2010-04-08,2010Q2,euro_crisis,-0.6030447122135487,1.009298774485787,-0.3,0.900000000000001,-0.10028072619539,-0.6030447122135487,0.900000000000001,-0.10028072619539,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20100506,2010-05-06,2010Q2,euro_crisis,-0.229950668836787,1.0724907736056015,0.2,1.15,-0.6927717142869659,-0.229950668836787,1.15,-0.6927717142869659,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20100610,2010-06-10,2010Q2,euro_crisis,0.8908574642782265,-1.630702140937389,0.2,-0.800000000000001,0.6878143641960929,0.8908574642782265,-0.800000000000001,0.6878143641960929,positive,negative,positive,mixed_sign_factor_yield_conflict,True,True
ECB_20100708,2010-07-08,2010Q3,euro_crisis,0.2303972378098981,3.0773573413543063,1.8,4.65,0.5767909055502509,0.2303972378098981,4.65,0.5767909055502509,positive,positive,positive,possible_information_shock,True,True
ECB_20100805,2010-08-05,2010Q3,euro_crisis,-0.1231639959727071,0.1800817751593715,-0.3,-0.8499999999999949,-0.6018730122362649,-0.1231639959727071,-0.8499999999999949,-0.6018730122362649,negative,negative,negative,possible_information_shock,True,True
ECB_20100902,2010-09-02,2010Q3,euro_crisis,-0.1301827440263123,-0.9407342268663492,-0.900000000000001,-1.1,-0.118663756991477,-0.1301827440263123,-1.1,-0.118663756991477,negative,negative,negative,possible_information_shock,True,True
ECB_20101007,2010-10-07,2010Q4,euro_crisis,-0.0114125371091204,0.6344167401864867,0.5,-0.4,0.0691707954803,-0.0114125371091204,-0.4,0.0691707954803,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20101104,2010-11-04,2010Q4,euro_crisis,-0.6150251436063651,-0.5178464262538792,0.0,-0.700000000000001,-0.124715076894244,-0.6150251436063651,-0.700000000000001,-0.124715076894244,negative,negative,negative,possible_information_shock,True,True
ECB_20101202,2010-12-02,2010Q4,euro_crisis,-0.2305052762889414,-2.7418371106737514,-0.6000000000000009,-2.8,-0.287375382852861,-0.2305052762889414,-2.8,-0.287375382852861,negative,negative,negative,possible_information_shock,True,True
ECB_20110113,2011-01-13,2011Q1,euro_crisis,-0.3729854256310003,-0.1785986840685068,0.650000000000006,3.3,-0.0161646733454646,-0.3729854256310003,3.3,-0.0161646733454646,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20110203,2011-02-03,2011Q1,euro_crisis,-0.6693178775125442,-1.8755458016916688,-0.8499999999999949,-3.4,0.158118655338946,-0.6693178775125442,-3.4,0.158118655338946,negative,negative,positive,possible_pure_monetary_shock,False,True
ECB_20110303,2011-03-03,2011Q1,euro_crisis,-0.4587178309915349,10.275713094980782,1.05000000000001,12.9,-0.157459333306953,-0.4587178309915349,12.9,-0.157459333306953,negative,positive,negative,mixed_sign_factor_yield_conflict,True,True
ECB_20110407,2011-04-07,2011Q2,euro_crisis,0.8177778880332357,1.2913530217766251,1.5,1.30000000000001,0.342264608402143,0.8177778880332357,1.30000000000001,0.342264608402143,positive,positive,positive,possible_information_shock,True,True
ECB_20110505,2011-05-05,2011Q2,euro_crisis,-1.0350306688131798,-6.0045075745811305,-2.25,-10.2,0.226453328699172,-1.0350306688131798,-10.2,0.226453328699172,negative,negative,positive,possible_pure_monetary_shock,False,True
