TIME_PERIOD,OBS_VALUE,FREQ,FREQ_LABEL,GEO,GEO_LABEL,INDIC,INDIC_LABEL,SOURCE_URL,S_ADJ,S_ADJ_LABEL,TITLE,UNIT,UNIT_LABEL
1997-02,7.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-03,8.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-04,10.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-05,10.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-06,10.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-07,11.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-08,11.0,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-09,10.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-10,9.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-11,11.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1997-12,12.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-01,13.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-02,13.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-03,14.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-04,15.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-05,15.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-06,15.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-07,16.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-08,15.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-09,14.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-10,12.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-11,14.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1998-12,16.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-01,17.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-02,15.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-03,14.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-04,14.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-05,14.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-06,14.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-07,15.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-08,17.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-09,19.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-10,21.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-11,21.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
1999-12,20.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-01,19.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-02,19.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-03,19.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-04,20.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-05,19.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-06,19.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-07,17.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-08,18.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-09,19.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-10,16.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-11,18.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2000-12,20.0,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-01,23.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-02,18.0,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-03,16.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-04,12.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-05,10.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-06,11.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-07,7.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-08,9.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-09,7.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-10,10.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-11,0.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2001-12,2.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
2002-01,4.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-SEEM-BAL,Employment expectations over the next 3 months - services,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-SEEM-BAL&s_adj=SA&unit=BAL,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,BAL,Balance
