KEY,FREQ,REF_AREA,CES_BREAKDOWN,CES_CUSTOM,CES_VARIABLE,CES_ANSWER,CES_DENOM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,COMPILATION,DECIMALS,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-02,8.6,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-03,8.8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-04,8.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-05,8.1,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-06,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-07,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-08,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-09,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-10,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-11,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2023-12,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-01,7.7,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-02,7.7,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-03,7.7,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-04,7.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-05,7.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-06,7.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-07,7.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-08,7.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-09,7.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-10,7.5,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-11,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2024-12,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-01,7.8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-02,7.8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-03,7.6,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-04,7.8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-05,7.7,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-06,7.6,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-07,7.7,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-08,7.8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-09,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-10,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-11,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2025-12,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2026-01,7.9,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2026-02,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C4031.NUM_VAR.WM,M,Z18,ALL,T,C4031,NUM_VAR,WM,2026-03,8,A,F,,,P1M,,U,,,,1,"Expected unemployment rate in the next 12 months (%), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Expected unemployment rate in the next 12 months (%) - Numeric variable - Weighted median",PN,0
