KEY,FREQ,REF_AREA,CES_BREAKDOWN,CES_CUSTOM,CES_VARIABLE,CES_ANSWER,CES_DENOM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,COMPILATION,DECIMALS,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-04,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-05,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-06,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-07,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-08,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-09,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-10,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-11,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2023-12,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-01,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-02,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-03,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-04,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-05,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-06,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-07,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-08,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-09,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-10,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-11,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2024-12,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-01,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-02,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-03,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-04,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-05,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-06,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-07,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-08,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-09,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-10,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-11,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2025-12,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2026-01,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2026-02,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.C3220.NUM_VAR.WM,M,Z18,ALL,T,C3220,NUM_VAR,WM,2026-03,0.1,A,F,,,P1M,,U,,,,1,"Household income expectations 12 months ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Household income expectations 12 months ahead (% change) - Numeric variable - Weighted median",PN,0
