TIME_PERIOD,OBS_VALUE,FREQ,FREQ_LABEL,GEO,GEO_LABEL,INDIC,INDIC_LABEL,SOURCE_URL,S_ADJ,S_ADJ_LABEL,TITLE,UNIT,UNIT_LABEL
1982-12,67.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-01,69.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-02,70.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-03,73.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-04,74.0,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-05,74.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-06,73.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-07,71.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-08,75.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-09,74.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-10,73.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-11,73.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1983-12,76.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-01,76.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-02,78.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-03,79.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-04,78.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-05,80.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-06,80.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-07,80.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-08,81.1,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-09,81.7,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-10,82.3,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-11,82.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1984-12,79.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-01,80.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-02,77.0,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-03,78.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-04,87.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-05,86.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-06,87.4,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-07,90.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-08,88.9,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-09,88.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-10,88.2,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-11,89.5,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1985-12,87.6,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
1986-01,85.8,M,Monthly,EA20,Euro area – 20 countries (2023-2025),BS-EEI-I,Employment expectations indicator over the next 3 months,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ei_bsee_m_r2?geo=EA20&indic=BS-EEI-I&s_adj=SA&unit=INX,SA,"Seasonally adjusted data, not calendar adjusted data",Employment expectations indicators - monthly data,INX,Index
