date,quarter,lpiv_regime,target_factor_market_magnitude_weighted_quarterly_sum,d_ecb_assets_ea_qavg,instrument_variance_component,policy_variance_component,first_stage_signal_component,instrument_variance_share,policy_variance_share,first_stage_signal_share
2020-06-30,2020Q2,covid,1.9127879267492376,792113.3076923098,3.6587576527176466,627443492223.252,329539100484.4212,0.0001407221341259277,0.16529907311851877,0.12396899519779607
2016-03-31,2016Q1,qe,1.8709774103336791,140505.0769230798,3.5005564699789202,19741676641.16057,2884744305.81018,0.00013463744359177784,0.005200915924757476,0.0010852091677987633
2009-09-30,2009Q3,pre_qe,1.76325965014401,34312.53846154013,3.109084593825977,1177350295.6746705,16857479495.508099,0.0001195807595772998,0.00031017121864034046,0.006341598892372966
2009-12-31,2009Q4,pre_qe,-1.707226930351534,-45707.307692310074,2.9146237917175215,2089157976.4795077,10469315279.177776,0.00011210146150020101,0.0005503856225945972,0.003938441579954361
2018-06-30,2018Q2,qe,-1.6779943463535043,57742.38461538963,2.815665026394324,3334182981.071585,20064515665.6076,0.00010829533658881108,0.0008783856446192473,0.007548050724601046
2006-12-31,2006Q4,pre_qe,-1.670245018031492,13746.230769230053,2.7897184202590193,188958860.36092705,3807563086.327214,0.00010729738533451773,4.978093623143224e-05,0.0014323634714980308
2008-09-30,2008Q3,pre_qe,-1.5269522359137526,34378.23076923005,2.3315831307620085,1181862750.8224359,15924582752.707058,8.96767113856618e-05,0.0003113600183691758,0.005990653369798145
2015-03-31,2015Q1,qe,-1.4504004392549117,114120.38461538986,2.103661434190841,13023462184.764511,90314459.61466259,8.0910449555974e-05,0.0034310121223947174,3.397530913267437e-05
2007-03-31,2007Q1,pre_qe,-1.1684500009932333,16420.461538460106,1.365275404821087,269631557.1360476,27075090.373873312,5.251084845517366e-05,7.10340405638204e-05,1.0185352037450472e-05
2012-06-30,2012Q2,pre_qe,0.8858985642854802,197430.5384615399,0.7848162662030751,38978817517.213585,8122156578.959911,3.0185388145291807e-05,0.010268912637886972,0.0030554662207085484
2021-12-31,2021Q4,covid,0.8150112366023531,346607.8046923103,0.6642433157880968,120136970273.62271,66935826494.93125,2.5547944370448596e-05,0.03164990964067721,0.025180523771269215
2013-12-31,2013Q4,pre_qe,-0.8147011849012741,-68677.8461538502,0.66373802067954,4716646552.331917,784710874.5929885,2.5528509848463602e-05,0.0012425936566263906,0.0002951996242663635
2017-09-30,2017Q3,qe,-0.765704097587168,89263.30769230984,0.5863027650617793,7967938100.171981,434222551.6932064,2.2550216268667718e-05,0.002099141674029065,0.0001633497613682254
2011-03-31,2011Q1,pre_qe,-0.6622687251446138,50191.59523810004,0.43859986430467196,2519196232.5452666,4293758614.234496,1.6869307778953583e-05,0.0006636785740941743,0.0016152648964752989
2018-12-31,2018Q4,qe,-0.5864329374280056,28322.92307692021,0.34390359010043914,802187971.6211394,44731064515.35281,1.32271256328102e-05,0.00021133525141195977,0.016827335857701138
2022-03-31,2022Q1,tightening,-0.5801980797748041,225097.08333333023,0.3366298117743699,50668696925.17221,128968098369.1404,1.294736356427224e-05,0.013348594322297964,0.04851638407670134
2008-03-31,2008Q1,pre_qe,-0.5714302209466622,33327.384615380084,0.32653249741115115,1110714565.3014731,66427857730.291725,1.2559003426486918e-05,0.00029261613263851475,0.02498943149344343
2010-03-31,2010Q1,pre_qe,-0.5240894080758147,93635.69230769994,0.27466970765725784,8767642873.942257,4628351149.889105,1.056427102040061e-05,0.0023098227305880935,0.0017411349385577422
2020-09-30,2020Q3,covid,0.5130383872524458,885337.7692307606,0.2632083867945905,783822965626.4995,568842868021.235,1.0123448838450798e-05,0.20649701736163376,0.21399244784719793
2014-12-31,2014Q4,qe,-0.4535082475972421,21341.0,0.20566973063872146,455438281.0,9748740580.123674,7.91041281432999e-06,0.00011998455103141736,0.0036673692814763407
2020-12-31,2020Q4,covid,0.4304780103663234,442454.0,0.18531131740894843,195765542116.0,94861068391.89174,7.127393104078557e-06,0.0515741466146327,0.03568569348719264
2011-06-30,2011Q2,pre_qe,-0.4211157918874693,-57444.05128205009,0.17733851017701033,3299819027.6948004,77381344.61860417,6.820745177337742e-06,0.000869332511209985,2.9110013122331266e-05
2008-06-30,2008Q2,pre_qe,-0.4067301541644882,73714.76923076995,0.16542941830666835,5433867202.745667,1792288513.5969865,6.362700949606108e-06,0.0014315443911614946,0.0006742392808882287
2010-12-31,2010Q4,pre_qe,-0.3583346854701981,-72996.39010989014,0.1284037468110258,5328472969.075267,4953603358.0865755,4.93862971973325e-06,0.001403778433981792,0.0018634912518960768
2014-03-31,2014Q1,pre_qe,0.3507555377281763,-110609.46153845964,0.12302944724698212,12234452981.827982,425023718.2415461,4.731924882772398e-06,0.0032231487983760765,0.00015988926111706292
2019-12-31,2019Q4,qe,-0.3345282806332887,16088.615384619683,0.11190917054346437,258843544.99422115,54626952938.35082,4.304219847805815e-06,6.819195449561277e-05,0.020550060543740513
2013-03-31,2013Q1,pre_qe,-0.3263162270289165,-259744.4615384601,0.10648228002238737,67467185299.90458,19816103251.33301,4.095492271868536e-06,0.017774131589879446,0.007454600698953073
2010-06-30,2010Q2,pre_qe,0.3131341152493393,148051.53846153012,0.09805297413298651,21919258040.82593,14994658938.132458,3.771286618871634e-06,0.0057745965692556364,0.0056408262302148566
2017-03-31,2017Q1,qe,-0.3001506790882721,243842.0769230798,0.09009043015715089,59458958478.16116,33132431577.41878,3.465033434674301e-06,0.015664375910899447,0.012464057360945885
2013-09-30,2013Q3,pre_qe,-0.2926758401379055,-201068.23076923005,0.0856591474004288,40428433424.66835,20276819427.79247,3.2945986517150704e-06,0.010650811834946258,0.0076279170713747105
2021-09-30,2021Q3,covid,-0.2704766845805693,449342.04146153945,0.07315763690169677,201908270224.82385,42451753772.39759,2.81376898105554e-06,0.053192439377873865,0.015969884155817102
2019-03-31,2019Q1,qe,-0.2599761605786507,50034.0,0.06758760406921638,2503401156.0,40752321041.26433,2.5995359047664023e-06,0.0006595173842099391,0.015330576201843985
2012-03-31,2012Q1,pre_qe,-0.2570285251640977,368662.3846153803,0.0660636627480312,135911953830.2986,14405152330.871616,2.540922491319744e-06,0.03580580605636684,0.005419060310306839
2007-06-30,2007Q2,pre_qe,-0.2300861872416099,33431.0,0.05293965355938117,1117631761.0,340814863.87005466,2.0361504466495194e-06,0.00029443845775897206,0.0001282108137102283
2016-06-30,2016Q2,qe,-0.227057280618703,204439.6153846099,0.051555008681960446,41795556338.60722,16595165159.727911,1.9828946148475834e-06,0.011010978373151065,0.006242919116331688
2015-09-30,2015Q3,qe,-0.1966454595354476,149458.69230769016,0.03866943675590736,22337900706.324802,30031860670.959396,1.4872932788256518e-06,0.0058848873690368645,0.011297656593181877
2021-06-30,2021Q2,covid,-0.1700687545983203,526869.23076923,0.028923381290623693,277591186331.36017,193770775142.05243,1.1124431645072933e-06,0.07313099326897989,0.07289444031905988
2021-03-31,2021Q1,covid,-0.1696621910758152,253666.5384615399,0.028785259080646428,64346712735.0599,62357011780.81307,1.1071307459206856e-06,0.016952047642793004,0.023458023896529925
2018-03-31,2018Q1,qe,-0.137107829884541,91953.92307692021,0.018798557015648237,8455523969.236159,16678608985.279594,7.230249480353049e-07,0.002227595460259935,0.006274309768287392
2013-06-30,2013Q2,pre_qe,-0.1350763711450918,-201707.0,0.01824562604172659,40685713849.0,10948754161.88888,7.017582684516526e-07,0.010718591987582583,0.004118801229116112
2017-06-30,2017Q2,qe,-0.0909147456299998,377850.9230769202,0.008265490972967566,142771320070.0807,43384895298.3328,3.179050485758829e-07,0.03761289609024196,0.016320921763122203
2012-12-31,2012Q4,pre_qe,0.0710537195016607,-43439.0,0.005048631055020678,1886946721.0,359805641.5876239,1.9417906401896658e-07,0.0004971133621931753,0.00013535493599559894
2018-09-30,2018Q3,qe,-0.0676197430777254,53336.84615384042,0.004572429653897593,2844819157.638442,3352740573.6529803,1.758635362359164e-07,0.0007494634589024005,0.0012612642307503394
2019-06-30,2019Q2,qe,0.0637202540912869,-3349.9484144998714,0.004060270781458165,11222154.379810203,46350771457.99146,1.5616502204554048e-07,2.956460207759262e-06,0.01743665184447977
2015-06-30,2015Q2,qe,0.0625298469027247,231598.23076923005,0.00390998175367819,53637740495.43754,26775815372.27779,1.503846466470224e-07,0.0141307845215689,0.010072768064316244
2016-12-31,2016Q4,qe,-0.0470770137994098,245170.78021978028,0.002216245228269821,60108711473.575806,60765155357.87046,8.524061658931663e-08,0.015835552390103102,0.022859184969794787
2017-12-31,2017Q4,qe,0.0425119556524455,142924.0769230798,0.0018072663733954928,20427291764.31443,20357806254.278748,6.951058395718948e-08,0.005381540229221611,0.007658383427230521
2016-09-30,2016Q3,qe,0.0388175370444032,281099.7582417601,0.001506801182193615,79017074083.57596,11123424473.16746,5.7954174118162036e-08,0.02081693294844951,0.004184510284424757
2010-09-30,2010Q3,pre_qe,0.0174102112249074,-50874.92307691998,0.00030311545489589164,2588257798.082525,6794673428.839681,1.1658343554899844e-08,0.0006818727428327367,0.0025560816195474186
