specification,response,horizon,outcome,sample_window,nobs,sample_start,sample_end,endogenous_policy,instrument,hac_bandwidth,iv_r_squared,first_stage_f_stat,first_stage_partial_r_squared,first_stage_nobs,control_lags,controls,coefficient,std_error,t_stat,p_value,lower_68,upper_68,lower_90,upper_90,lower_95,upper_95,cumulative_response,rolling_window,rolling_start,rolling_end
baseline,ln_hh_loans_ea_stock,8,lp_ln_hh_loans_ea_stock_h8,baseline,21,2005Q4,2010Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.9916062870063228,2.2414463666820685,0.3095302033851931,21,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",4.0519217211623254e-08,3.283916401956731e-08,1.2338687180794177,0.21725182778557386,7.862051674346455e-09,7.317638274890005e-08,-1.3496400832016296e-08,9.45348352552628e-08,-2.3844361549132238e-08,1.0488279597237875e-07,4.0519217211623254e-08,32,2005Q1,2012Q4
baseline,ln_hh_loans_ea_stock,12,lp_ln_hh_loans_ea_stock_h12,baseline,17,2005Q4,2009Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,13,0.9820344808986617,1.3977482187572148,0.5829420319543336,17,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",3.560111058157971e-08,2.7605940831551216e-08,1.289617723910018,0.1971834188045261,8.14816509822159e-09,6.305405606493783e-08,-9.806621320605032e-09,8.100884248376445e-08,-1.850553920760437e-08,8.970776037076379e-08,3.560111058157971e-08,32,2005Q1,2012Q4
baseline,ln_nfc_loans_ea_stock,0,lp_ln_nfc_loans_ea_stock_h0,baseline,29,2005Q4,2012Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,1,0.9443577782872801,0.13366699130833234,0.010177431131518044,29,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-5.372472519931023e-09,1.0790371064083006e-08,-0.4978950666315746,0.618558004694401,-1.6103042087366782e-08,5.358097047504736e-09,-2.3121053500840165e-08,1.237610846097812e-08,-2.6521211185356846e-08,1.57762661454948e-08,-5.372472519931023e-09,32,2005Q1,2012Q4
baseline,ln_nfc_loans_ea_stock,1,lp_ln_nfc_loans_ea_stock_h1,baseline,28,2005Q4,2012Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,2,0.954184872578559,0.4085975516058726,0.03292858438728182,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-6.310675183627679e-09,2.5222063282719937e-08,-0.25020455752924975,0.8024291609308752,-3.139295484594378e-08,1.8771604478688428e-08,-4.779727745340911e-08,3.517592708615375e-08,-5.574501083354882e-08,4.3123660466293464e-08,-6.310675183627679e-09,32,2005Q1,2012Q4
baseline,ln_nfc_loans_ea_stock,2,lp_ln_nfc_loans_ea_stock_h2,baseline,27,2005Q4,2012Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.9541951363441089,0.004298393933151345,0.00039061044868804343,27,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-2.4332638439536203e-08,4.047342358150778e-08,-0.6012003998261648,0.5477065182101911,-6.458175358065414e-08,1.5916476701581735e-08,-9.090549601272249e-08,4.2240219133650086e-08,-1.0365909099032555e-07,5.499381411125314e-08,-2.4332638439536203e-08,32,2005Q1,2012Q4
baseline,ln_nfc_loans_ea_stock,4,lp_ln_nfc_loans_ea_stock_h4,baseline,25,2005Q4,2011Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,5,0.9698391865209571,0.009095017623126627,0.0010095373181585301,25,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-1.323877758337387e-07,3.471152888404688e-08,-3.81394251679254,0.0001367672928822667,-1.6690692937074217e-07,-9.786862229673522e-08,-1.8948316001569399e-07,-7.529239165178342e-08,-2.0042112229479238e-07,-6.435442937268502e-08,-1.323877758337387e-07,32,2005Q1,2012Q4
baseline,ln_nfc_loans_ea_stock,8,lp_ln_nfc_loans_ea_stock_h8,baseline,21,2005Q4,2010Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.9850139022565485,2.2414463666820685,0.3095302033851931,21,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-7.413730471806743e-08,1.040412353428807e-07,-0.7125761672642469,0.47610806375080805,-1.7760193138367635e-07,2.9327321947541475e-08,-2.4526990802431637e-07,9.69952985881815e-08,-2.780543788971693e-07,1.2977976946103445e-07,-7.413730471806743e-08,32,2005Q1,2012Q4
baseline,ln_nfc_loans_ea_stock,12,lp_ln_nfc_loans_ea_stock_h12,baseline,17,2005Q4,2009Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,13,0.9957657586082318,1.3977482187572148,0.5829420319543336,17,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",7.704931914836072e-08,3.497105728577256e-08,2.203231046712078,0.027578468117640694,4.2272075546344315e-08,1.1182656275037712e-07,1.952704873353003e-08,1.345715895631914e-07,8.507306366959458e-09,1.4559133192976197e-07,7.704931914836072e-08,32,2005Q1,2012Q4
baseline,ln_house_price_de_real,0,lp_ln_house_price_de_real_h0,baseline,29,2005Q4,2012Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,1,0.2345011498253079,0.13366699130833234,0.010177431131518044,29,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",1.3884835971587888e-08,2.734567912695292e-08,0.5077524645530737,0.6116269500705787,-1.3309290207934844e-08,4.107896215111062e-08,-3.109480352183177e-08,5.886447546500755e-08,-3.971171025002852e-08,6.74813821932043e-08,1.3884835971587888e-08,32,2005Q1,2012Q4
baseline,ln_house_price_de_real,1,lp_ln_house_price_de_real_h1,baseline,28,2005Q4,2012Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,2,0.4677579750163865,0.4085975516058726,0.03292858438728182,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",2.7835387574118338e-08,2.1165216324379487e-08,1.3151477947360126,0.18846023633870257,6.787471350499399e-09,4.888330379773727e-08,-6.978295262249751e-09,6.264907041048643e-08,-1.3647674146664664e-08,6.931844929490134e-08,2.7835387574118338e-08,32,2005Q1,2012Q4
baseline,ln_house_price_de_real,2,lp_ln_house_price_de_real_h2,baseline,27,2005Q4,2012Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.4294274548892679,0.004298393933151345,0.00039061044868804343,27,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",2.2444838155114217e-08,1.9968032699342126e-08,1.1240385316403099,0.26099668001862364,2.587470625063311e-09,4.230220568516512e-08,-1.039965285348426e-08,5.528932916371269e-08,-1.6691786777714454e-08,6.158146308794289e-08,2.2444838155114217e-08,32,2005Q1,2012Q4
baseline,ln_house_price_de_real,4,lp_ln_house_price_de_real_h4,baseline,25,2005Q4,2011Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,5,0.6964973830764649,0.009095017623126627,0.0010095373181585301,25,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",4.31691232471141e-08,2.797449614452154e-08,1.5431599920189532,0.12279196177759086,1.5349665027373803e-08,7.098858146685439e-08,-2.8448281983421165e-09,8.918307469257031e-08,-1.1659881681802705e-08,9.79981281760309e-08,4.31691232471141e-08,32,2005Q1,2012Q4
baseline,ln_house_price_de_real,8,lp_ln_house_price_de_real_h8,baseline,21,2005Q4,2010Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,9,0.8923111676837501,2.2414463666820685,0.3095302033851931,21,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",3.165838436851715e-08,3.560367661954598e-08,0.8891886280962649,0.3739017134088416,-3.747972517041126e-09,6.706474125407543e-08,-2.690445225195036e-08,9.022122098898466e-08,-3.812353952300372e-08,1.0144030826003802e-07,3.165838436851715e-08,32,2005Q1,2012Q4
baseline,ln_house_price_de_real,12,lp_ln_house_price_de_real_h12,baseline,17,2005Q4,2009Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,13,0.859816798399343,1.3977482187572148,0.5829420319543336,17,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",2.6066882913384694e-08,2.0606138424596434e-08,1.265005717047405,0.20586927847340877,5.5749461145333645e-09,4.6558819712236024e-08,-7.827198611776833e-09,5.996096443854622e-08,-1.4320406259271232e-08,6.645417208604062e-08,2.6066882913384694e-08,32,2005Q1,2012Q4
baseline,ln_compensation_ea20_real,0,lp_ln_compensation_ea20_real_h0,baseline,29,2005Q4,2012Q4,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,1,0.6002012130910412,0.13366699130833234,0.010177431131518044,29,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",1.753612365850838e-08,1.3930267016690287e-08,1.258850504265123,0.208084334359821,3.683059808543912e-09,3.1389187508472847e-08,-5.377126568297095e-09,4.044937388531386e-08,-9.766697989230797e-09,4.4838945306247556e-08,1.753612365850838e-08,32,2005Q1,2012Q4
baseline,ln_compensation_ea20_real,1,lp_ln_compensation_ea20_real_h1,baseline,28,2005Q4,2012Q3,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,2,0.5058472102809317,0.4085975516058726,0.03292858438728182,28,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",2.3118733639935775e-08,1.6362455904569752e-08,1.4129134266133674,0.1576811807700192,6.846960376964412e-09,3.939050690290714e-08,-3.795111300529302e-09,5.003257858040085e-08,-8.951090631645678e-09,5.518855791151723e-08,2.3118733639935775e-08,32,2005Q1,2012Q4
baseline,ln_compensation_ea20_real,2,lp_ln_compensation_ea20_real_h2,baseline,27,2005Q4,2012Q2,d_ecb_assets_ea_qavg,target_factor_market_magnitude_weighted_quarterly_sum,3,0.9027262618763896,0.004298393933151345,0.00039061044868804343,27,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate",-3.4305430613089546e-09,8.07295350185e-09,-0.42494274995177544,0.6708784096022778,-1.1458755312009471e-08,4.597669189391561e-09,-1.670936990903751e-08,9.848283786419601e-09,-1.9253241173801457e-08,1.2392155051183547e-08,-3.4305430613089546e-09,32,2005Q1,2012Q4
