response,response_label,channel,response_role,shock,horizon_months,coefficient_common_sample,ci_68_low,ci_68_high,ci_90_low,ci_90_high,ci_95_low,ci_95_high,bootstrap_replications,bootstrap_method,block_length,block_length_rule,nobs_common_horizon_sample,interpretation_layer
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,3,0.01653775559563282,-0.003944492446190556,0.03432652849948677,-0.013601410706472772,0.04375247126944187,-0.019099508597951235,0.049231980701098924,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,6,0.027847995495109946,0.005573104455925431,0.047072806328767265,-0.009941366417985483,0.06164422058769158,-0.016568975103402824,0.06682502896647324,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,12,0.049959305828955,0.017923245367201208,0.08220589795914678,-0.0033031190519328137,0.10226805359409276,-0.014403686487008729,0.11166262632822667,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,24,0.02192875703380563,-0.010145897308884932,0.05222446641497744,-0.025964165567422873,0.07199762163628964,-0.03205355196086947,0.07854300177046895,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,0,0.00036650303738565914,-0.006451550077810222,0.008408219900802713,-0.011604798822720456,0.014253015896217828,-0.01466174554131299,0.017215891574728172,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,1,0.017669367049584755,0.004042187144883596,0.03190304601603628,-0.005367695245369303,0.038550337077560295,-0.007606623398352758,0.04246511883487108,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,3,0.004025376621895886,-0.010707693432549795,0.017969116353390484,-0.018452220133828596,0.026707976549325423,-0.02112172846325972,0.028700000065746873,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,6,0.016169022478404994,0.0035232910830343546,0.029358777388749497,-0.004438271683508954,0.03665106137675661,-0.0072966255616408945,0.03879971727599406,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,12,0.02519661711071071,0.009054868649953748,0.04151303182200302,-0.0011973373376501413,0.05062017023850446,-0.003618433871026676,0.05759519477734938,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,24,0.01042090156880857,-0.0067006258420569415,0.026894599629381347,-0.01659672336140199,0.03668958066613443,-0.022488079132582973,0.04209177043714969,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_nfc_loans_ea_stock,NFC credit,financial_credit,monthly,target_factor_monthly_easing,0,-0.00012912326696540153,-0.0007295711510777441,0.0005325419124903192,-0.0009960114090083166,0.000686048283974125,-0.0011144784176841133,0.0008022704383374978,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_nfc_loans_ea_stock,NFC credit,financial_credit,monthly,target_factor_monthly_easing,1,-0.0008439290337932776,-0.001902276119393904,0.00021435897821054108,-0.0023545523414998403,0.000560123703045699,-0.002506453782007011,0.0006506495394621624,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_nfc_loans_ea_stock,NFC credit,financial_credit,monthly,target_factor_monthly_easing,3,-0.0005096343785494156,-0.0018533872467923582,0.000919186899078725,-0.0027253829570755457,0.0017271648466534548,-0.0029980764267367372,0.002102292699523531,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_nfc_loans_ea_stock,NFC credit,financial_credit,monthly,target_factor_monthly_easing,6,0.0002985021825821614,-0.0015525096411244852,0.0019974072841183192,-0.002452067748841612,0.003160199137524288,-0.002951386117539368,0.003738517458918008,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_nfc_loans_ea_stock,NFC credit,financial_credit,monthly,target_factor_monthly_easing,12,0.00021229078955985344,-0.0023433217645305758,0.002620621092010154,-0.003549730753672222,0.0039125911878457416,-0.004290872691918126,0.004598518128573612,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_nfc_loans_ea_stock,NFC credit,financial_credit,monthly,target_factor_monthly_easing,24,-0.0009453449857178159,-0.005062819192551372,0.002685064241613512,-0.007038656726008701,0.004746850634607518,-0.0076201991167961095,0.005505469643849585,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,0,0.04831952104002925,0.028223884434835807,0.07473998396523751,0.012063345613776227,0.08580177719240398,0.005514084624604618,0.09045098702069132,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,1,0.05305386491789019,0.026812921516112448,0.08624112944349607,0.007780343966747689,0.10309653000348741,0.0006553413745361396,0.10749093880775701,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,3,0.1316807278844545,0.08586666010115315,0.18443482255917762,0.057969281419986446,0.22026996054079695,0.04360279893238625,0.2304284099492489,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,6,0.1392528478016902,0.07770870612480228,0.21223432169626982,0.04115618275146166,0.2558361075924382,0.016373044189487172,0.2811037220392595,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,12,0.07528449470628118,-0.001504289864034199,0.161697543661819,-0.04100217554987737,0.21807194195694035,-0.07654301492564415,0.2362830689042027,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,24,-0.12620504681846337,-0.2230192678235848,-0.039475922784232904,-0.27336468051568097,0.010770296585564117,-0.3052104823970936,0.05175063685189594,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,0,-0.009465597241855741,-0.023612446168528988,0.004609681741672962,-0.029697399193255092,0.01021585180942086,-0.032015823299125605,0.01269564077355876,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,1,0.013031937471876075,-0.0019956340718387767,0.02796085653799639,-0.007180634823001057,0.03453676785657472,-0.01048006483353794,0.03773634274760308,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,3,-2.2476431230190716e-05,-0.017829054754175618,0.019205042923876436,-0.027223577184701725,0.026234982532529802,-0.031215157927681963,0.02938009696634905,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,6,0.017574027467117875,0.003008693992445796,0.03438515037492854,-0.0060896531521697625,0.04009993364696949,-0.008244980975032058,0.04434458275786936,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,12,-0.0024568383246136296,-0.016278821169568455,0.012023460129874828,-0.02744030908537402,0.021820150726329604,-0.02999879404623642,0.024976432492404336,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,24,-0.030824076379971185,-0.060965775119771276,-0.004203400526155514,-0.07376077422085986,0.011106538616501448,-0.07758542925281335,0.01441938619069594,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,0,-0.0684111435820112,-0.1088040394182477,-0.033152417504224305,-0.13219855423768773,-0.01611875243723568,-0.13913179048809046,-0.01221219323684898,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,1,-0.010979726759588642,-0.05586924719443252,0.026484574737598892,-0.07939134054073345,0.05396455466403258,-0.0855453560575886,0.06422693311573575,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,3,-0.06903234050043566,-0.11626228471062428,-0.027303100990171775,-0.14246523987167747,-0.0005402196333902489,-0.15254771384175728,0.013866574384098586,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,6,-0.07914298190212371,-0.15541416543570238,-0.015334493202657378,-0.1995126769810339,0.02815778198368732,-0.21680043793303164,0.05265812702182928,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,12,-0.03278437675182712,-0.10993075284580243,0.041129345502288306,-0.16127645322619116,0.09439991096053911,-0.18814513626310853,0.11343430313263915,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,24,0.2604509772829015,0.07101134618266465,0.4665509713082104,-0.0090167864537131,0.5280502556919985,-0.04280004006196913,0.5597916596556145,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,0,0.19603276885880133,0.08516396161066822,0.295691949427426,0.03444057395970584,0.3638623554069343,0.004836481006008102,0.39474914008407863,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,1,0.40625596414056303,0.09724272736867302,0.6873730151443702,-0.005853115709767801,0.7988008345155658,-0.04530177718879733,0.8383644207868185,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,3,0.3541689499001244,0.13611824892808932,0.5532045578096654,0.012119682833459997,0.6694335733983721,-0.04692027046634584,0.733493511676767,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,6,0.42147253225265513,0.26110627637200756,0.5702352660222284,0.17202851816008205,0.6734966379210827,0.1252351408737862,0.718639063880206,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,12,0.22785491659085005,0.037392307205439755,0.40541415438039213,-0.08152566679154638,0.5090726262085364,-0.10236611703400353,0.5756249542128834,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,24,-0.10530197768795367,-0.2518630219508235,0.027247801430223876,-0.3423360492719699,0.12946033837930723,-0.3667486458451413,0.18268009316129546,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,0,0.4303555708025461,0.14507671044163895,0.7668715130669029,-0.03176310205097691,0.9072941828098215,-0.07733816014532276,0.9728163199972727,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,1,1.2473931445204118,0.15994494606442936,2.4812616480726444,-0.23375950472093798,2.772305996357581,-0.4011467713734871,2.940330734603805,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,3,0.6793996214020935,0.17618465645808537,1.2443826759309864,-0.09250360049747243,1.5329689155632695,-0.23883932733840846,1.6396376829495007,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,6,0.3930094033814125,0.006816479842104666,0.8125355632672633,-0.23037149006298185,1.0624521355800556,-0.30590234364974755,1.158226228480281,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,12,0.25703377955647144,-0.2424308700762182,0.8731394038729757,-0.5271294398590333,1.124929628549668,-0.7218666290799536,1.290042440166233,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,24,-0.7997155206980632,-1.1478621390733053,-0.46987496361580144,-1.4088529024682803,-0.26941650852601734,-1.5135143566296496,-0.09045012197464193,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
