event_date,event_quarter,event_quarter_end,timing_factor,target_factor,fg_factor,qe_factor,source_vintage,meeting_type,missing_flag,event_id,regime,ois_1m_mew,ois_6m_mew,stoxx50_mew,bank_stoxx_mew,rate_surprise_for_screen,equity_response_for_screen,jk_screen_classification,potential_information_shock,potential_pure_monetary_shock,event_not_in_abgmr_factor_files
2004-03-04,2004Q1,2004-03-31,1.3483786259613628,2.084373875561005,1.364237463998638,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040304,pre_gfc,3.0,2.8999999999999706,0.246645374901266,0.0671616755965054,2.8999999999999706,0.246645374901266,potential_information_shock,True,False,False
2004-04-01,2004Q2,2004-06-30,2.215972390262136,2.974278690334073,4.144772658836769,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040401,pre_gfc,3.99999999999998,6.7,-0.37845870785036,-0.204250798410754,6.7,-0.37845870785036,potential_pure_monetary_shock,False,True,False
2004-05-06,2004Q2,2004-06-30,-1.1909248571578828,-0.0801996537288778,2.316755222716521,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040506,pre_gfc,0.0500000000000167,1.24999999999997,-0.3756694229513969,-0.525645704571165,1.24999999999997,-0.3756694229513969,potential_pure_monetary_shock,False,True,False
2004-06-03,2004Q2,2004-06-30,1.164256399955074,-0.8719926923924304,-3.0296022411152723,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040603,pre_gfc,-0.749999999999984,-0.999999999999979,0.1636739657776329,0.1692880465710369,-0.999999999999979,0.1636739657776329,potential_pure_monetary_shock,False,True,False
2004-07-01,2004Q3,2004-09-30,-0.7982180503499217,-0.4515193752291986,1.4210454391928902,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040701,pre_gfc,0.199999999999978,-0.1500000000000059,-0.26212149850684,-0.240959363876136,-0.1500000000000059,-0.26212149850684,potential_information_shock,True,False,False
2004-08-05,2004Q3,2004-09-30,,-0.3294855591589873,,,press_release=2025-10-30;press_conference=2025-10-30,press_release_only,missing_timing_factor;missing_fg_factor;qe_not_applicable_pre_2014,ECB_20040805,pre_gfc,-0.100000000000033,0.499999999999989,0.0559026346179437,0.059664686243277,0.499999999999989,0.0559026346179437,potential_information_shock,True,False,False
2004-09-02,2004Q3,2004-09-30,0.1673560080488232,0.0595622325904793,1.7318120630930136,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040902,pre_gfc,0.0,-0.800000000000001,-0.162259395543973,-0.105417286482723,-0.800000000000001,-0.162259395543973,potential_information_shock,True,False,False
2004-10-07,2004Q4,2004-12-31,-1.7686747148991862,-0.4346319081083223,0.7723655139443963,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20041007,pre_gfc,-0.6250000000000089,-0.4750000000000029,-0.0609701318114553,0.0591562852316762,-0.4750000000000029,-0.0609701318114553,potential_information_shock,True,False,False
2004-11-04,2004Q4,2004-12-31,-0.8080418694762544,-0.4268477030420858,1.0908967434086465,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20041104,pre_gfc,-0.499999999999989,-0.0500000000000167,-0.07725479012750122,-0.00726981934819904,-0.0500000000000167,-0.07725479012750122,potential_information_shock,True,False,False
2004-12-02,2004Q4,2004-12-31,1.2092394637601,-1.3810878167580107,1.4089911708317926,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20041202,pre_gfc,0.700000000000012,0.4799999999999919,-0.346588745823784,-0.328872054110096,0.4799999999999919,-0.346588745823784,potential_pure_monetary_shock,False,True,False
2005-01-13,2005Q1,2005-03-31,0.1685850825603645,-0.4271083817944274,-6.497172698110031,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050113,pre_gfc,-1.40000000000002,-2.59999999999998,0.0242332812877777,0.0964320229019044,-2.59999999999998,0.0242332812877777,potential_pure_monetary_shock,False,True,False
2005-02-03,2005Q1,2005-03-31,-0.3063074577106637,-0.7228922477269442,-0.3881328913510026,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050203,pre_gfc,-0.249999999999995,-0.0500000000000167,-0.328877728129484,-0.273404048591885,-0.0500000000000167,-0.328877728129484,potential_information_shock,True,False,False
2005-03-03,2005Q1,2005-03-31,-0.6774697127774012,-0.3126857730243842,-0.3818078217238611,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050303,pre_gfc,0.0,-0.649999999999995,0.169307953804854,0.315354048874994,-0.649999999999995,0.169307953804854,potential_pure_monetary_shock,False,True,False
2005-04-07,2005Q2,2005-06-30,0.1458348779740232,-0.7120665169521546,-2.811505373189277,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050407,pre_gfc,-0.800000000000001,-1.09999999999997,-0.3131275661363729,-0.190238839845946,-1.09999999999997,-0.3131275661363729,potential_information_shock,True,False,False
2005-05-04,2005Q2,2005-06-30,0.0697101935301506,-0.6012341183950993,0.65078015853166,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050504,pre_gfc,-0.09999999999998901,0.249999999999995,0.2556634877063149,0.269804299526744,0.249999999999995,0.2556634877063149,potential_information_shock,True,False,False
2005-06-02,2005Q2,2005-06-30,-0.7892763018394585,0.3072475456705274,2.4122277013336366,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050602,pre_gfc,0.499999999999989,2.0,-0.143928175912933,-0.1344372692027029,2.0,-0.143928175912933,potential_pure_monetary_shock,False,True,False
2005-07-07,2005Q3,2005-09-30,0.3696259173109873,-0.2337313221153058,3.451967028879915,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050707,pre_gfc,0.499999999999989,2.09999999999999,0.933380773970072,0.733900155308831,2.09999999999999,0.933380773970072,potential_information_shock,True,False,False
2005-08-04,2005Q3,2005-09-30,,-0.3145649125319258,,,press_release=2025-10-30;press_conference=2025-10-30,press_release_only,missing_timing_factor;missing_fg_factor;qe_not_applicable_pre_2014,ECB_20050804,pre_gfc,0.0,0.3000000000000109,-0.0524284318734303,-0.0154137830352674,0.3000000000000109,-0.0524284318734303,potential_pure_monetary_shock,False,True,False
2005-09-01,2005Q3,2005-09-30,0.7980955895832714,-0.6174176468819867,-2.8398556127368577,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20050901,pre_gfc,0.0,-0.3000000000000109,0.117994472816285,0.151978069976266,-0.3000000000000109,0.117994472816285,potential_pure_monetary_shock,False,True,False
2005-10-06,2005Q4,2005-12-31,0.1441304599065473,-0.3768852991483269,-0.1913132159186603,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20051006,pre_gfc,0.0,-0.09999999999998901,0.1968452051327669,0.1336640479402179,-0.09999999999998901,0.1968452051327669,potential_pure_monetary_shock,False,True,False
2005-11-03,2005Q4,2005-12-31,-0.7934371588672974,-1.15955575384659,1.1367132688086805,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20051103,pre_gfc,-1.50000000000001,-0.649999999999995,0.658218208543993,0.383461867608936,-0.649999999999995,0.658218208543993,potential_pure_monetary_shock,False,True,False
2005-12-01,2005Q4,2005-12-31,-0.6277855536831437,-1.1964370054335298,-2.316215942789014,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20051201,pre_gfc,-1.29999999999999,-2.4,0.468173717201736,0.33525407856958,-2.4,0.468173717201736,potential_pure_monetary_shock,False,True,False
2006-01-12,2006Q1,2006-03-31,-0.7266392847713875,-0.5439032102488222,-2.4831233606198126,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060112,pre_gfc,-1.00000000000002,-1.85,0.115551209822584,0.0265449141503282,-1.85,0.115551209822584,potential_pure_monetary_shock,False,True,False
2006-02-02,2006Q1,2006-03-31,0.2035009666361903,-1.4784787738058771,0.3704200502348814,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060202,pre_gfc,-1.2,-0.550000000000006,0.0344480510655387,0.0,-0.550000000000006,0.0344480510655387,potential_pure_monetary_shock,False,True,False
2006-03-02,2006Q1,2006-03-31,-0.6303603917683749,-0.191244349660254,4.775083187099786,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060302,pre_gfc,-0.3000000000000109,0.950000000000006,-0.543618066514107,-0.5599652733890179,0.950000000000006,-0.543618066514107,potential_pure_monetary_shock,False,True,False
2006-04-06,2006Q2,2006-06-30,-8.056905596549884,-0.8917508152683341,0.2829897445482077,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060406,pre_gfc,-1.29999999999999,-8.9,0.317085567836806,0.2711817258419739,-8.9,0.317085567836806,potential_pure_monetary_shock,False,True,False
2006-05-04,2006Q2,2006-06-30,0.9549467122228668,-2.580849168411538,0.1055036619400811,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060504,pre_gfc,-2.09999999999999,0.350000000000028,-0.0396690769093766,-0.105084382646403,0.350000000000028,-0.0396690769093766,potential_pure_monetary_shock,False,True,False
2006-06-08,2006Q2,2006-06-30,-2.739976035666884,-0.9313778932765984,-0.4005648435514513,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060608,pre_gfc,-2.60000000000002,-3.14999999999999,0.590529580651022,0.3840125872167199,-3.14999999999999,0.590529580651022,potential_pure_monetary_shock,False,True,False
2006-07-06,2006Q3,2006-09-30,2.450086664029772,-1.9530356437373704,0.5628719934498011,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060706,pre_gfc,-1.05,2.4,-0.12308403961736,-0.1190045155191829,2.4,-0.12308403961736,potential_pure_monetary_shock,False,True,False
2006-08-03,2006Q3,2006-09-30,0.1640551501793188,0.4635770584745104,3.0123711967031994,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060803,pre_gfc,0.999999999999979,1.45,-0.0027318821576471906,-0.05354069858283242,1.45,-0.0027318821576471906,potential_pure_monetary_shock,False,True,False
2006-08-31,2006Q3,2006-09-30,0.2943417406631602,-0.5670362504734736,2.2465708308764794,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20060831,pre_gfc,-0.100000000000033,1.40000000000002,-0.016254919115255,0.106447330723825,1.40000000000002,-0.016254919115255,potential_pure_monetary_shock,False,True,False
2006-10-05,2006Q4,2006-12-31,0.6251698892017347,-0.4867923451736411,-0.4765157953089943,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20061005,pre_gfc,0.0500000000000167,-0.09999999999998901,0.0946219063218123,0.0253950665676683,-0.09999999999998901,0.0946219063218123,potential_pure_monetary_shock,False,True,False
2006-11-02,2006Q4,2006-12-31,-0.0823919004540863,-1.3318624735416935,0.8363368411104214,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20061102,pre_gfc,-1.2,-0.299999999999967,-0.900673254099615,-0.825017031759323,-0.299999999999967,-0.900673254099615,potential_information_shock,True,False,False
2006-12-07,2006Q4,2006-12-31,0.3186664140701954,-0.0232724858842574,3.7333671418988743,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20061207,pre_gfc,0.3000000000000109,2.25,0.697180658989183,0.690292662813974,2.25,0.697180658989183,potential_information_shock,True,False,False
2007-01-11,2007Q1,2007-03-31,-2.58307916797776,-0.4165756629244225,-3.2253369410064416,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070111,pre_gfc,-0.499999999999989,-3.94999999999999,0.644947006706076,0.597412994865998,-3.94999999999999,0.644947006706076,potential_pure_monetary_shock,False,True,False
2007-02-08,2007Q1,2007-03-31,-2.529699647518554,-1.051643514945904,8.273816290045271,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070208,pre_gfc,-0.550000000000006,1.00000000000002,-0.254627685623987,-0.2514116590057289,1.00000000000002,-0.254627685623987,potential_pure_monetary_shock,False,True,False
2007-03-08,2007Q1,2007-03-31,1.00587661424302,-0.3572086178286358,-0.2768098309247328,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070308,pre_gfc,0.599999999999978,1.29999999999999,0.0854472550656737,0.035809404827436,1.29999999999999,0.0854472550656737,potential_information_shock,True,False,False
2007-04-12,2007Q2,2007-06-30,-0.4629079721773659,-0.2423072636576391,0.3903675885249857,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070412,pre_gfc,0.0,-0.3499999999999839,-0.3214999202239,-0.389427861795877,-0.3499999999999839,-0.3214999202239,potential_information_shock,True,False,False
2007-05-10,2007Q2,2007-06-30,0.3841079986330331,-0.228966714104588,-1.8263225071313136,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070510,pre_gfc,0.2000000000000219,-0.4500000000000168,-0.11738420423022,-0.07406340989080108,-0.4500000000000168,-0.11738420423022,potential_information_shock,True,False,False
2007-06-06,2007Q2,2007-06-30,0.5886960624511056,-0.4073561975708307,-3.055846593414778,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070606,pre_gfc,0.250000000000039,-0.649999999999995,-0.1107338237508419,-0.126906254473624,-0.649999999999995,-0.1107338237508419,potential_information_shock,True,False,False
2007-07-05,2007Q3,2007-09-30,-0.1623939038856881,-0.306251174283157,0.6843037017096602,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070705,pre_gfc,-0.24999999999995,0.499999999999989,-0.120659650220034,-0.2082909094356819,0.499999999999989,-0.120659650220034,potential_pure_monetary_shock,False,True,False
2007-08-02,2007Q3,2007-09-30,,-0.7548615929764566,,,press_release=2025-10-30;press_conference=2025-10-30,press_release_only,missing_timing_factor;missing_fg_factor;qe_not_applicable_pre_2014,ECB_20070802,pre_gfc,-0.3500000000000719,-0.199999999999978,-0.051028552630327795,-0.07425158125746731,-0.199999999999978,-0.051028552630327795,potential_information_shock,True,False,False
2007-09-06,2007Q3,2007-09-30,-3.6236892573041577,-1.6962599499890498,0.4067005820047801,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20070906,pre_gfc,-3.39999999999998,-2.55000000000001,0.5263120267525069,0.4595095605236739,-2.55000000000001,0.5263120267525069,potential_pure_monetary_shock,False,True,False
2007-10-04,2007Q4,2007-12-31,1.1163491600578226,-1.3867382867277125,-2.427422359403706,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20071004,pre_gfc,-0.6350000000000299,0.499999999999989,-0.08321706791836189,-0.015769850331715,0.499999999999989,-0.08321706791836189,potential_pure_monetary_shock,False,True,False
2007-11-08,2007Q4,2007-12-31,-0.701396124921333,-0.790835376688694,-2.5155089773199486,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20071108,pre_gfc,-0.250000000000039,-1.90000000000001,-0.3491027769920049,0.775082133339389,-1.90000000000001,-0.3491027769920049,potential_information_shock,True,False,False
2007-12-06,2007Q4,2007-12-31,-0.6435374124784157,-0.2459319633036809,5.039633634896678,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20071206,pre_gfc,-0.4,2.20000000000002,-0.381738081675564,-0.697418076474943,2.20000000000002,-0.381738081675564,potential_pure_monetary_shock,False,True,False
2008-01-10,2008Q1,2008-03-31,0.7102730171448841,-0.5803660946261604,-2.1661942889853436,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20080110,pre_gfc,0.100000000000033,-0.499999999999989,-0.2956150270607689,-0.531785063641532,-0.499999999999989,-0.2956150270607689,potential_information_shock,True,False,False
2008-02-07,2008Q1,2008-03-31,-3.181121066728388,0.043667497649005,-2.81494192428818,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20080207,pre_gfc,-0.999999999999979,-4.99999999999998,-0.605038240964717,-0.2891424624171359,-4.99999999999998,-0.605038240964717,potential_information_shock,True,False,False
2008-03-06,2008Q1,2008-03-31,2.840478920276999,-0.5943213082919927,2.8304101483679664,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20080306,pre_gfc,0.3499999999999839,3.2,-0.5644706049215739,-1.1297811242998,3.2,-0.5644706049215739,potential_pure_monetary_shock,False,True,False
2008-04-10,2008Q2,2008-06-30,0.7402172494829173,-0.1844591237246463,-1.6459638057494166,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20080410,pre_gfc,0.199999999999978,0.100000000000033,0.0499747449866916,-0.0758924698558871,0.100000000000033,0.0499747449866916,potential_information_shock,True,False,False
