response,horizon,beta,HAC_se,t_stat,p_value,CI_low,CI_high,CI_68_low,CI_68_high,CI_95_low,CI_95_high,F_stat,partial_R2,weak_iv_flag,nobs,sample_start,sample_end,hac_bandwidth,controls
ln_ecb_assets_ea_stock,8,3.731987459706466e-07,3.2154546248266766e-07,1.1606406854233349,0.24578805258572609,-1.556964742237576e-07,9.020939661650508e-07,5.3435325994431784e-08,6.929621659468613e-07,-2.5701877988765694e-07,1.0034162718289501e-06,0.04747973874010471,0.0011029621020385973,weak_iv_risk,59,2005Q4,2020Q2,9,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_ecb_assets_ea_stock,12,-1.977062277607772e-07,2.99374555089753e-07,-0.660397566859029,0.5089987331894399,-6.901335505171405e-07,2.947210949955861e-07,-4.954216141021946e-07,1.0000915858064021e-07,-7.844695736243952e-07,3.890571181028408e-07,0.015702461606945408,0.0004024651772551648,weak_iv_risk,55,2005Q4,2019Q2,13,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_hh_loans_ea_stock,0,1.0575137255283765e-08,5.565499282503615e-09,1.900123729874346,0.05741688426744508,1.4207055746618816e-09,1.972956893590565e-08,5.04048261979982e-09,1.610979189076771e-08,-3.3304089440682824e-10,2.148331540497436e-08,0.20642234843362534,0.0040311808356581985,weak_iv_risk,67,2005Q4,2022Q2,1,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_hh_loans_ea_stock,1,-6.738819222877943e-09,7.273745674300459e-09,-0.9264579110440287,0.3542080604728218,-1.8703066176773632e-08,5.225427731017744e-09,-1.3972252949148877e-08,4.946145033929906e-10,-2.099509877721085e-08,7.517460331454962e-09,0.21982700461757448,0.004377295138777798,weak_iv_risk,66,2005Q4,2022Q1,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_hh_loans_ea_stock,2,-3.5087833181991706e-09,7.754322039333296e-09,-0.4524938866868173,0.6509132243061881,-1.6263508049146276e-08,9.245941412747934e-09,-1.1220129999161297e-08,4.202563362762957e-09,-1.870697523981761e-08,1.168940860341927e-08,0.24337593841520527,0.00494230815368094,weak_iv_risk,65,2005Q4,2021Q4,3,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_hh_loans_ea_stock,4,-8.394665601839351e-09,9.713153433805836e-09,-0.8642574895010311,0.38744645723595694,-2.437138125657102e-08,7.582050052892318e-09,-1.805398760491345e-08,1.2646564012347471e-09,-2.743209650841034e-08,1.0642765304731636e-08,0.16606018789285695,0.0035207559679848615,weak_iv_risk,63,2005Q4,2021Q2,5,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_hh_loans_ea_stock,8,-5.3015346710466004e-08,3.6638651184324414e-08,-1.446978668612895,0.14790289806154155,-1.1328056499761185e-07,7.249871576679834e-09,-8.945094221088979e-08,-1.6579751210042224e-08,-1.2482578347386762e-07,1.879509005293562e-08,0.04747973874010471,0.0011029621020385973,weak_iv_risk,59,2005Q4,2020Q2,9,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_hh_loans_ea_stock,12,-1.1372289300166339e-07,5.7897897076687e-08,-1.9641972980648157,0.04950721604227298,-2.08956459001115e-07,-1.8489327002211784e-08,-1.712999131708417e-07,-5.6145872832485075e-08,-2.2720068605257673e-07,-2.4509995075002896e-10,0.015702461606945408,0.0004024651772551648,weak_iv_risk,55,2005Q4,2019Q2,13,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_house_price_de_real,0,1.3833017289775451e-08,1.8511205105496635e-08,0.7472780519118086,0.4548957381267847,-1.6615205567243287e-08,4.428124014679419e-08,-4.575596555098308e-09,3.224163113464921e-08,-2.2448278027431913e-08,5.011431260698282e-08,0.20642234843362534,0.0040311808356581985,weak_iv_risk,67,2005Q4,2022Q2,1,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_house_price_de_real,1,4.672075420134355e-08,1.8702381999359392e-08,2.4981178441839047,0.012485468077137926,1.5958073337065343e-08,7.748343506562176e-08,2.8122022987280417e-08,6.531948541540668e-08,1.0064759057488944e-08,8.337674934519815e-08,0.21982700461757448,0.004377295138777798,weak_iv_risk,66,2005Q4,2022Q1,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_house_price_de_real,2,6.07529760823997e-08,2.2516973579314877e-08,2.6980968764918822,0.00697371431594915,2.371585042249317e-08,9.779010174230624e-08,3.836079420042429e-08,8.314515796437512e-08,1.662051882610261e-08,1.048854333386968e-07,0.24337593841520527,0.00494230815368094,weak_iv_risk,65,2005Q4,2021Q4,3,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_house_price_de_real,4,5.690934820462619e-08,2.2821720099147944e-08,2.4936485049061186,0.012643768154149268,1.9370959126271396e-08,9.444773728298097e-08,3.421410874362204e-08,7.960458766563033e-08,1.2179598745042363e-08,1.0163909766421001e-07,0.16606018789285695,0.0035207559679848615,weak_iv_risk,63,2005Q4,2021Q2,5,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_house_price_de_real,8,1.3246495266001344e-08,5.004565660700074e-08,0.26468821000838527,0.7912496607078945,-6.90712845171917e-08,9.556427504919439e-08,-3.6521802467238816e-08,6.30147929992415e-08,-8.484118926637906e-08,1.1133417979838175e-07,0.04747973874010471,0.0011029621020385973,weak_iv_risk,59,2005Q4,2020Q2,9,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_house_price_de_real,12,6.871932936282943e-08,2.8103508573101708e-08,2.4452224242421368,0.014476283351821767,2.2493171356301312e-08,1.1494548736935755e-07,4.0771573716455555e-08,9.666708500920331e-08,1.3637464720337459e-08,1.238011940053214e-07,0.015702461606945408,0.0004024651772551648,weak_iv_risk,55,2005Q4,2019Q2,13,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_nfc_loans_ea_stock,0,7.129894900191862e-09,1.8936393725223976e-08,0.3765180954541824,0.7065317653402101,-2.401770100012388e-08,3.82774908005076e-08,-1.1701551119420826e-08,2.596134091980455e-08,-2.998475479831739e-08,4.424454459870111e-08,0.20642234843362534,0.0040311808356581985,weak_iv_risk,67,2005Q4,2022Q2,1,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_nfc_loans_ea_stock,1,-1.5822346512696376e-08,2.1753618172164672e-08,-0.7273432119417363,0.46701573302658617,-5.160386426249888e-08,1.9959171237106126e-08,-3.745540359234048e-08,5.8107105669477275e-09,-5.845865466357516e-08,2.681396163818241e-08,0.21982700461757448,0.004377295138777798,weak_iv_risk,66,2005Q4,2022Q1,2,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_nfc_loans_ea_stock,2,-1.1292066153824959e-08,2.110618990841519e-08,-0.5350120605767283,0.5926415175205699,-4.600865917580823e-08,2.342452686815831e-08,-3.2281283092770586e-08,9.697150785120668e-09,-5.2659438225181455e-08,3.0075305917531543e-08,0.24337593841520527,0.00494230815368094,weak_iv_risk,65,2005Q4,2021Q4,3,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_nfc_loans_ea_stock,4,-4.683826915168857e-08,2.5943350721405903e-08,-1.8054055412758319,0.07101124468340808,-8.951128368106715e-08,-4.1652546223099905e-09,-7.263783879346611e-08,-2.103869950991103e-08,-9.768630220393535e-08,4.009763900558211e-09,0.16606018789285695,0.0035207559679848615,weak_iv_risk,63,2005Q4,2021Q2,5,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_nfc_loans_ea_stock,8,-1.3357231425341767e-07,6.799588387804267e-08,-1.9644176475886805,0.049481677934484346,-2.4541559046798727e-07,-2.1729038038848095e-08,-2.0119135700175218e-07,-6.595327150508316e-08,-2.6684179775134896e-07,-3.0283075548638554e-10,0.04747973874010471,0.0011029621020385973,weak_iv_risk,59,2005Q4,2020Q2,9,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
ln_nfc_loans_ea_stock,12,-2.41018940369883e-07,7.674941862922728e-08,-3.1403357142577697,0.0016875432798647556,-3.672604999685843e-07,-1.147773807711817e-07,-3.173430047574836e-07,-1.6469487598228246e-07,-3.9144503671755593e-07,-9.059284402221012e-08,0.015702461606945408,0.0004024651772551648,weak_iv_risk,55,2005Q4,2019Q2,13,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_ln_hh_loans_ea_stock,L2_ln_hh_loans_ea_stock,L1_ln_nfc_loans_ea_stock,L2_ln_nfc_loans_ea_stock,L1_ln_house_price_de_real,L2_ln_house_price_de_real,L1_ln_compensation_ea20_real,L2_ln_compensation_ea20_real,L1_inflation_ea20_qoq,L2_inflation_ea20_qoq,L1_wx_shadow_rate,L2_wx_shadow_rate"
