file,check_type,language_rule,match_count,status,example
docs/final_delivery_report.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/final_delivery_report.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/final_delivery_report.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/final_empirical_findings.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,inequality causality claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,welfare identification claim,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,proof language,0,pass,
docs/final_empirical_findings.md,forbidden_phrase,strong causal effect language,0,pass,
docs/final_empirical_findings.md,preferred_phrase_presence,persistent transmission,1,observed,persistent transmission
docs/final_empirical_findings.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/final_empirical_findings.md,preferred_phrase_presence,financial-channel dominance,1,observed,financial-channel dominance
docs/final_empirical_findings.md,preferred_phrase_presence,timing-consistent propagation,1,observed,timing-consistent propagation
docs/final_empirical_findings.md,preferred_phrase_presence,reduced-form response,1,observed,reduced-form response
docs/final_empirical_findings.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/final_empirical_findings.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/final_empirical_findings.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/final_empirical_findings.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/final_figure_registry.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,inequality causality claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,welfare identification claim,0,pass,
docs/final_figure_registry.md,forbidden_phrase,proof language,0,pass,
docs/final_figure_registry.md,forbidden_phrase,strong causal effect language,0,pass,
docs/final_figure_registry.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,timing-consistent propagation,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,reduced-form response,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/final_figure_registry.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/final_identification_statement.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,inequality causality claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,welfare identification claim,0,pass,
docs/final_identification_statement.md,forbidden_phrase,proof language,0,pass,
docs/final_identification_statement.md,forbidden_phrase,strong causal effect language,0,pass,
docs/final_identification_statement.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/final_identification_statement.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/final_identification_statement.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/final_identification_statement.md,preferred_phrase_presence,timing-consistent propagation,1,observed,timing-consistent propagation
docs/final_identification_statement.md,preferred_phrase_presence,reduced-form response,2,observed,reduced-form response
docs/final_identification_statement.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/final_identification_statement.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/final_identification_statement.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/final_identification_statement.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/final_methodology.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/final_methodology.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/final_methodology.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/final_methodology.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/final_methodology.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/final_methodology.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/final_methodology.md,forbidden_phrase,inequality causality claim,0,pass,
docs/final_methodology.md,forbidden_phrase,welfare identification claim,0,pass,
docs/final_methodology.md,forbidden_phrase,proof language,0,pass,
docs/final_methodology.md,forbidden_phrase,strong causal effect language,0,pass,
docs/final_methodology.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/final_methodology.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/final_methodology.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/final_methodology.md,preferred_phrase_presence,timing-consistent propagation,0,not_observed,
docs/final_methodology.md,preferred_phrase_presence,reduced-form response,1,observed,reduced-form response
docs/final_methodology.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/final_methodology.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/final_methodology.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/final_methodology.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/final_table_registry.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,inequality causality claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,welfare identification claim,0,pass,
docs/final_table_registry.md,forbidden_phrase,proof language,0,pass,
docs/final_table_registry.md,forbidden_phrase,strong causal effect language,0,pass,
docs/final_table_registry.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/final_table_registry.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/final_table_registry.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/final_table_registry.md,preferred_phrase_presence,timing-consistent propagation,0,not_observed,
docs/final_table_registry.md,preferred_phrase_presence,reduced-form response,1,observed,reduced-form response
docs/final_table_registry.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/final_table_registry.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/final_table_registry.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/final_table_registry.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/model_governance.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/model_governance.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/model_governance.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/model_governance.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/model_governance.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/model_governance.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/model_governance.md,forbidden_phrase,inequality causality claim,0,pass,
docs/model_governance.md,forbidden_phrase,welfare identification claim,0,pass,
docs/model_governance.md,forbidden_phrase,proof language,0,pass,
docs/model_governance.md,forbidden_phrase,strong causal effect language,0,pass,
docs/model_governance.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/model_governance.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/model_governance.md,preferred_phrase_presence,financial-channel dominance,1,observed,financial-channel dominance
docs/model_governance.md,preferred_phrase_presence,timing-consistent propagation,1,observed,timing-consistent propagation
docs/model_governance.md,preferred_phrase_presence,reduced-form response,0,not_observed,
docs/model_governance.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/model_governance.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/model_governance.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/model_governance.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/project_map.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/project_map.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/project_map.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/project_map.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/project_map.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/project_map.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/project_map.md,forbidden_phrase,inequality causality claim,0,pass,
docs/project_map.md,forbidden_phrase,welfare identification claim,0,pass,
docs/project_map.md,forbidden_phrase,proof language,0,pass,
docs/project_map.md,forbidden_phrase,strong causal effect language,0,pass,
docs/project_map.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/project_map.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/project_map.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/project_map.md,preferred_phrase_presence,timing-consistent propagation,0,not_observed,
docs/project_map.md,preferred_phrase_presence,reduced-form response,0,not_observed,
docs/project_map.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/project_map.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/project_map.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/project_map.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/results_hierarchy.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,inequality causality claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,welfare identification claim,0,pass,
docs/results_hierarchy.md,forbidden_phrase,proof language,0,pass,
docs/results_hierarchy.md,forbidden_phrase,strong causal effect language,0,pass,
docs/results_hierarchy.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,timing-consistent propagation,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,reduced-form response,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/results_hierarchy.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/source_to_claim_mapping.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,inequality causality claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,welfare identification claim,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,proof language,0,pass,
docs/source_to_claim_mapping.md,forbidden_phrase,strong causal effect language,0,pass,
docs/source_to_claim_mapping.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/source_to_claim_mapping.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/source_to_claim_mapping.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/source_to_claim_mapping.md,preferred_phrase_presence,timing-consistent propagation,1,observed,timing-consistent propagation
docs/source_to_claim_mapping.md,preferred_phrase_presence,reduced-form response,0,not_observed,
docs/source_to_claim_mapping.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/source_to_claim_mapping.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/source_to_claim_mapping.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/source_to_claim_mapping.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
docs/thesis_master_outline.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,forbidden redistribution claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,forbidden affordability claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,inequality causality claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,welfare identification claim,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,proof language,0,pass,
docs/thesis_master_outline.md,forbidden_phrase,strong causal effect language,0,pass,
docs/thesis_master_outline.md,preferred_phrase_presence,persistent transmission,0,not_observed,
docs/thesis_master_outline.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
docs/thesis_master_outline.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
docs/thesis_master_outline.md,preferred_phrase_presence,timing-consistent propagation,1,observed,timing-consistent propagation
docs/thesis_master_outline.md,preferred_phrase_presence,reduced-form response,0,not_observed,
docs/thesis_master_outline.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
docs/thesis_master_outline.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
docs/thesis_master_outline.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
docs/thesis_master_outline.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,forbidden QE inequality claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,forbidden ECB housing claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,forbidden redistribution claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,forbidden bank mediation claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,forbidden affordability claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,inequality causality claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,welfare identification claim,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,proof language,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,forbidden_phrase,strong causal effect language,0,pass,
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,persistent transmission,0,not_observed,
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,persistent reduced-form transmission,1,observed,persistent reduced-form transmission
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,financial-channel dominance,1,observed,financial-channel dominance
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,timing-consistent propagation,1,observed,timing-consistent propagation
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,reduced-form response,1,observed,reduced-form response
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,differential transmission persistence,0,not_observed,
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
notebooks/thesis_empirical_pipeline.ipynb,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
results/final/memos/execution_summary.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,forbidden redistribution claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,forbidden affordability claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,inequality causality claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,welfare identification claim,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,proof language,0,pass,
results/final/memos/execution_summary.md,forbidden_phrase,strong causal effect language,0,pass,
results/final/memos/execution_summary.md,preferred_phrase_presence,persistent transmission,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,timing-consistent propagation,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,reduced-form response,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
results/final/memos/execution_summary.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,forbidden QE inequality claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,forbidden ECB housing claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,forbidden redistribution claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,forbidden bank mediation claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,forbidden affordability claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,forbidden mechanical bank redistribution claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,inequality causality claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,welfare identification claim,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,proof language,0,pass,
results/final/memos/final_empirical_synthesis.md,forbidden_phrase,strong causal effect language,0,pass,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,persistent transmission,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,persistent reduced-form transmission,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,financial-channel dominance,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,timing-consistent propagation,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,reduced-form response,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,differential transmission persistence,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,housing-finance-related responses,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,suggestive distributional implications,0,not_observed,
results/final/memos/final_empirical_synthesis.md,preferred_phrase_presence,dynamic transmission asymmetry,0,not_observed,
