event_id,event_date,event_quarter,regime,target_factor,timing_factor,ois_1m_mew,ois_6m_mew,stoxx50_mew,rate_factor_for_screen,yield_response_for_screen,equity_response_for_screen,ois_movement,equity_window_response,rate_factor_sign,yield_response_sign,equity_response_sign,information_effect_screen,contamination_classification,contamination_flag,monthly_identification_window
ECB_20070606,2007-06-06,2007Q2,pre_gfc,-0.4073561975708307,0.5886960624511056,0.250000000000039,-0.649999999999995,-0.1107338237508419,-0.4073561975708307,-0.649999999999995,-0.1107338237508419,-0.649999999999995,-0.1107338237508419,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20070705,2007-07-05,2007Q3,pre_gfc,-0.306251174283157,-0.1623939038856881,-0.24999999999995,0.499999999999989,-0.120659650220034,-0.306251174283157,0.499999999999989,-0.120659650220034,0.499999999999989,-0.120659650220034,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20070802,2007-08-02,2007Q3,pre_gfc,-0.7548615929764566,,-0.3500000000000719,-0.199999999999978,-0.0510285526303277,-0.7548615929764566,-0.199999999999978,-0.0510285526303277,-0.199999999999978,-0.0510285526303277,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20071004,2007-10-04,2007Q4,pre_gfc,-1.3867382867277125,1.1163491600578226,-0.6350000000000299,0.499999999999989,-0.0832170679183618,-1.3867382867277125,0.499999999999989,-0.0832170679183618,0.499999999999989,-0.0832170679183618,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20071108,2007-11-08,2007Q4,pre_gfc,-0.790835376688694,-0.701396124921333,-0.250000000000039,-1.90000000000001,-0.3491027769920049,-0.790835376688694,-1.90000000000001,-0.3491027769920049,-1.90000000000001,-0.3491027769920049,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20071206,2007-12-06,2007Q4,pre_gfc,-0.2459319633036809,-0.6435374124784157,-0.4,2.20000000000002,-0.381738081675564,-0.2459319633036809,2.20000000000002,-0.381738081675564,2.20000000000002,-0.381738081675564,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20080110,2008-01-10,2008Q1,pre_gfc,-0.5803660946261604,0.7102730171448841,0.100000000000033,-0.499999999999989,-0.2956150270607689,-0.5803660946261604,-0.499999999999989,-0.2956150270607689,-0.499999999999989,-0.2956150270607689,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20080207,2008-02-07,2008Q1,pre_gfc,0.043667497649005,-3.181121066728388,-0.999999999999979,-4.99999999999998,-0.605038240964717,0.043667497649005,-4.99999999999998,-0.605038240964717,-4.99999999999998,-0.605038240964717,positive,negative,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20080306,2008-03-06,2008Q1,pre_gfc,-0.5943213082919927,2.840478920276999,0.3499999999999839,3.2,-0.5644706049215739,-0.5943213082919927,3.2,-0.5644706049215739,3.2,-0.5644706049215739,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20080410,2008-04-10,2008Q2,pre_gfc,-0.1844591237246463,0.7402172494829173,0.199999999999978,0.100000000000033,0.0499747449866916,-0.1844591237246463,0.100000000000033,0.0499747449866916,0.100000000000033,0.0499747449866916,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20080508,2008-05-08,2008Q2,pre_gfc,-0.5144742943949154,-0.2403479081682502,-0.7000000000000559,-0.9000000000000338,-0.4253197279034279,-0.5144742943949154,-0.9000000000000338,-0.4253197279034279,-0.9000000000000338,-0.4253197279034279,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20080605,2008-06-05,2008Q2,pre_gfc,-0.4371376928911606,9.911649972808936,-0.100000000000033,15.0,-0.433983633554824,-0.4371376928911606,15.0,-0.433983633554824,15.0,-0.433983633554824,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20080807,2008-08-07,2008Q3,gfc,-0.1016673009286694,2.4689682848042893,0.3000000000000109,-3.59999999999996,-0.6372700028288489,-0.1016673009286694,-3.59999999999996,-0.6372700028288489,-3.59999999999996,-0.6372700028288489,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20080904,2008-09-04,2008Q3,gfc,-0.3790901988338649,-0.438083292493798,-0.3000000000000109,-0.499999999999989,-0.755483514443789,-0.3790901988338649,-0.499999999999989,-0.755483514443789,-0.499999999999989,-0.755483514443789,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20081002,2008-10-02,2008Q4,gfc,2.221918020717985,-5.863553526468637,-0.100000000000033,-5.80000000000003,-0.810760493031637,2.221918020717985,-5.80000000000003,-0.810760493031637,-5.80000000000003,-0.810760493031637,positive,negative,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20090115,2009-01-15,2009Q1,gfc,-7.271856164270845,6.557912928599522,-3.50000000000001,-1.0,-0.571526476159256,-7.271856164270845,-1.0,-0.571526476159256,-1.0,-0.571526476159256,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20090205,2009-02-05,2009Q1,gfc,-0.0592748739692981,-4.624131687783626,-1.15000000000001,-5.5,-0.458091676403427,-0.0592748739692981,-5.5,-0.458091676403427,-5.5,-0.458091676403427,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20090305,2009-03-05,2009Q1,gfc,3.208023901652355,-2.272457278318138,1.65000000000001,0.5,0.2286596424686319,3.208023901652355,0.5,0.2286596424686319,0.5,0.2286596424686319,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20090507,2009-05-07,2009Q2,gfc,-1.169549155758193,-0.8864105481343921,-1.0,-2.1,-0.2922215352481489,-1.169549155758193,-2.1,-0.2922215352481489,-2.1,-0.2922215352481489,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20090604,2009-06-04,2009Q2,gfc,0.7109437598756242,0.1899815514885921,0.2,3.85,0.0120242890783828,0.7109437598756242,3.85,0.0120242890783828,3.85,0.0120242890783828,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20090702,2009-07-02,2009Q3,gfc,1.6486223866343408,-6.358317665390605,-2.85,-5.90000000000001,-1.66959763168348,1.6486223866343408,-5.90000000000001,-1.66959763168348,-5.90000000000001,-1.66959763168348,positive,negative,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20090903,2009-09-03,2009Q3,gfc,-0.7775409984222543,-2.351830900663121,-1.45,-4.100000000000001,-0.219099207942719,-0.7775409984222543,-4.100000000000001,-0.219099207942719,-4.100000000000001,-0.219099207942719,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20091008,2009-10-08,2009Q4,gfc,-0.3069823293157658,-0.3901566635814254,-1.0,-2.15,-0.173400424928793,-0.3069823293157658,-2.15,-0.173400424928793,-2.15,-0.173400424928793,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20100114,2010-01-14,2010Q1,euro_crisis,-0.641495359629291,0.1442476692043024,0.1,-1.1,-0.181830713177078,-0.641495359629291,-1.1,-0.181830713177078,-1.1,-0.181830713177078,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20100204,2010-02-04,2010Q1,euro_crisis,-0.2147663795798842,-0.0793296195337067,-0.05,-0.5,-0.9575063063429028,-0.2147663795798842,-0.5,-0.9575063063429028,-0.5,-0.9575063063429028,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20100408,2010-04-08,2010Q2,euro_crisis,-0.6030447122135487,1.009298774485787,-0.3,0.900000000000001,-0.10028072619539,-0.6030447122135487,0.900000000000001,-0.10028072619539,0.900000000000001,-0.10028072619539,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20100506,2010-05-06,2010Q2,euro_crisis,-0.229950668836787,1.0724907736056015,0.2,1.15,-0.6927717142869659,-0.229950668836787,1.15,-0.6927717142869659,1.15,-0.6927717142869659,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20100610,2010-06-10,2010Q2,euro_crisis,0.8908574642782265,-1.630702140937389,0.2,-0.800000000000001,0.6878143641960929,0.8908574642782265,-0.800000000000001,0.6878143641960929,-0.800000000000001,0.6878143641960929,positive,negative,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20100708,2010-07-08,2010Q3,euro_crisis,0.2303972378098981,3.0773573413543063,1.8,4.65,0.5767909055502509,0.2303972378098981,4.65,0.5767909055502509,4.65,0.5767909055502509,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20100805,2010-08-05,2010Q3,euro_crisis,-0.1231639959727071,0.1800817751593715,-0.3,-0.8499999999999949,-0.6018730122362649,-0.1231639959727071,-0.8499999999999949,-0.6018730122362649,-0.8499999999999949,-0.6018730122362649,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20100902,2010-09-02,2010Q3,euro_crisis,-0.1301827440263123,-0.9407342268663492,-0.900000000000001,-1.1,-0.118663756991477,-0.1301827440263123,-1.1,-0.118663756991477,-1.1,-0.118663756991477,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20101104,2010-11-04,2010Q4,euro_crisis,-0.6150251436063651,-0.5178464262538792,0.0,-0.700000000000001,-0.124715076894244,-0.6150251436063651,-0.700000000000001,-0.124715076894244,-0.700000000000001,-0.124715076894244,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20101202,2010-12-02,2010Q4,euro_crisis,-0.2305052762889414,-2.7418371106737514,-0.6000000000000009,-2.8,-0.287375382852861,-0.2305052762889414,-2.8,-0.287375382852861,-2.8,-0.287375382852861,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20110113,2011-01-13,2011Q1,euro_crisis,-0.3729854256310003,-0.1785986840685068,0.650000000000006,3.3,-0.0161646733454646,-0.3729854256310003,3.3,-0.0161646733454646,3.3,-0.0161646733454646,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20110303,2011-03-03,2011Q1,euro_crisis,-0.4587178309915349,10.275713094980782,1.05000000000001,12.9,-0.157459333306953,-0.4587178309915349,12.9,-0.157459333306953,12.9,-0.157459333306953,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20110407,2011-04-07,2011Q2,euro_crisis,0.8177778880332357,1.2913530217766251,1.5,1.30000000000001,0.342264608402143,0.8177778880332357,1.30000000000001,0.342264608402143,1.30000000000001,0.342264608402143,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20110707,2011-07-07,2011Q3,euro_crisis,0.0869725772545715,0.4582749201174692,1.0,1.10000000000001,0.645466470627998,0.0869725772545715,1.10000000000001,0.645466470627998,1.10000000000001,0.645466470627998,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20110804,2011-08-04,2011Q3,euro_crisis,0.0723773582874568,-11.670074678778048,-7.399999999999979,-14.0,-1.19662957846849,0.0723773582874568,-14.0,-1.19662957846849,-14.0,-1.19662957846849,positive,negative,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20110908,2011-09-08,2011Q3,euro_crisis,1.8822512764885695,1.5317136044734865,3.4,-1.1,-0.345565513869506,1.8822512764885695,-1.1,-0.345565513869506,-1.1,-0.345565513869506,positive,negative,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20111208,2011-12-08,2011Q4,euro_crisis,2.1162799814119517,-3.0328692249502205,1.9,-1.3,-1.14186082996621,2.1162799814119517,-1.3,-1.14186082996621,-1.3,-1.14186082996621,positive,negative,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20120112,2012-01-12,2012Q1,euro_crisis,-0.5143012359237352,-0.3727344592622109,-0.3,-0.3,-0.855914502238875,-0.5143012359237352,-0.3,-0.855914502238875,-0.3,-0.855914502238875,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20120308,2012-03-08,2012Q1,euro_crisis,0.0204093040153029,-0.1041833666452423,-0.1,-0.1,-0.23682095091635,0.0204093040153029,-0.1,-0.23682095091635,-0.1,-0.23682095091635,positive,negative,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20120404,2012-04-04,2012Q2,euro_crisis,-0.7098369474364695,0.0878765931834969,-0.2,0.2,-0.2017664526837489,-0.7098369474364695,0.2,-0.2017664526837489,0.2,-0.2017664526837489,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20120705,2012-07-05,2012Q3,euro_crisis,-10.94354523737542,0.5973504343136197,-9.8,-8.1,-1.55924455878518,-10.94354523737542,-8.1,-1.55924455878518,-8.1,-1.55924455878518,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20120906,2012-09-06,2012Q3,euro_crisis,0.6306937009486657,-0.2037110988867894,0.6999999999999988,0.0,1.15497068951793,0.6306937009486657,0.0,1.15497068951793,0.0,1.15497068951793,positive,zero,positive,ambiguous_zero_response,ambiguous_zero_response,True,True
ECB_20121206,2012-12-06,2012Q4,euro_crisis,-0.1796696802966657,-0.2011212186260934,0.1,-0.7,-0.0176918314198637,-0.1796696802966657,-0.7,-0.0176918314198637,-0.7,-0.0176918314198637,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20130110,2013-01-10,2013Q1,euro_crisis,-0.1965944858719583,0.5645511477825115,0.2999999999999989,1.4,0.332287413595012,-0.1965944858719583,1.4,0.332287413595012,1.4,0.332287413595012,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20130207,2013-02-07,2013Q1,euro_crisis,-0.5400830729831683,0.0656477786460329,0.0,-1.3,-0.049772888481936,-0.5400830729831683,-1.3,-0.049772888481936,-1.3,-0.049772888481936,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20130307,2013-03-07,2013Q1,euro_crisis,-0.2502439167130938,0.2393756699973978,0.0,1.4,-0.0606149648268328,-0.2502439167130938,1.4,-0.0606149648268328,1.4,-0.0606149648268328,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20130404,2013-04-04,2013Q2,euro_crisis,-0.3365307285455501,0.1019793477628502,0.0,-0.2,-0.8261069683061169,-0.3365307285455501,-0.2,-0.8261069683061169,-0.2,-0.8261069683061169,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20130801,2013-08-01,2013Q3,euro_crisis,-0.4200890668766807,-0.6309897671483825,0.0,0.700000000000001,0.222118586710174,-0.4200890668766807,0.700000000000001,0.222118586710174,0.700000000000001,0.222118586710174,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20131002,2013-10-02,2013Q4,euro_crisis,-0.2266159225782595,0.163709153948931,0.1,0.1,-0.2013540709679519,-0.2266159225782595,0.1,-0.2013540709679519,0.1,-0.2013540709679519,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20140109,2014-01-09,2014Q1,euro_crisis,-0.339459905277658,-0.2090637580010508,-0.3,-0.5,-0.351263273130797,-0.339459905277658,-0.5,-0.351263273130797,-0.5,-0.351263273130797,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20140206,2014-02-06,2014Q1,euro_crisis,0.2099546133414228,3.095768948188488,2.6,3.3,0.0241025161514585,0.2099546133414228,3.3,0.0241025161514585,3.3,0.0241025161514585,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20140403,2014-04-03,2014Q2,euro_crisis,0.5420984271051739,1.5498728865532327,2.3,1.5,0.7940190968929169,0.5420984271051739,1.5,0.7940190968929169,1.5,0.7940190968929169,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20140508,2014-05-08,2014Q2,euro_crisis,1.658500641531338,0.4812985207880338,3.5,-0.700000000000001,0.2403269601799709,1.658500641531338,-0.700000000000001,0.2403269601799709,-0.700000000000001,0.2403269601799709,positive,negative,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20140605,2014-06-05,2014Q2,euro_crisis,0.138566143343459,-5.5772226842257435,-4.0,-0.85,0.758521647014021,0.138566143343459,-0.85,0.758521647014021,-0.85,0.758521647014021,positive,negative,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20140807,2014-08-07,2014Q3,euro_crisis,-0.49078880152261,0.1591894356612353,-0.1,0.3,0.0183792157843142,-0.49078880152261,0.3,0.0183792157843142,0.3,0.0183792157843142,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20141002,2014-10-02,2014Q4,euro_crisis,-0.3758322969890151,0.8873769372304838,0.7999999999999989,0.2,-1.6111924196748,-0.3758322969890151,0.2,-1.6111924196748,0.2,-1.6111924196748,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20141106,2014-11-06,2014Q4,euro_crisis,-0.0858242316345797,0.5380397648749047,0.65,0.2,1.19355647700861,-0.0858242316345797,0.2,1.19355647700861,0.2,1.19355647700861,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20141204,2014-12-04,2014Q4,euro_crisis,-0.6304874246055073,0.732797026793549,0.15,0.8999999999999999,-1.63189595075242,-0.6304874246055073,0.8999999999999999,-1.63189595075242,0.8999999999999999,-1.63189595075242,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20150305,2015-03-05,2015Q1,qe_era,-1.3212096734490912,-1.5300618962387234,-0.8,0.0,-0.0658903807275735,-1.3212096734490912,0.0,-0.0658903807275735,0.0,-0.0658903807275735,negative,zero,negative,ambiguous_zero_response,ambiguous_zero_response,True,True
ECB_20150415,2015-04-15,2015Q2,qe_era,0.7158292878944661,-0.1887114772660532,1.05,0.2950000000000009,0.149348759673984,0.7158292878944661,0.2950000000000009,0.149348759673984,0.2950000000000009,0.149348759673984,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20150603,2015-06-03,2015Q2,qe_era,-0.6611437015251619,0.9347099702011218,0.0050000000000008,0.214999999999999,-0.319661970526575,-0.6611437015251619,0.214999999999999,-0.319661970526575,0.214999999999999,-0.319661970526575,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20150716,2015-07-16,2015Q3,qe_era,-0.3383422608873778,0.3053361916669614,-0.0050000000000008,0.0950000000000006,0.0554046727915035,-0.3383422608873778,0.0950000000000006,0.0554046727915035,0.0950000000000006,0.0554046727915035,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20160121,2016-01-21,2016Q1,qe_era,0.4795436521151062,-1.5935692188383304,0.689999999999999,-2.56,0.400713909185058,0.4795436521151062,-2.56,0.400713909185058,-2.56,0.400713909185058,positive,negative,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20160310,2016-03-10,2016Q1,qe_era,1.4223687027099785,-0.3549808396338674,2.585,4.05,0.6886337601569539,1.4223687027099785,4.05,0.6886337601569539,4.05,0.6886337601569539,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20160421,2016-04-21,2016Q2,qe_era,-0.3492658881465956,0.3229244766856814,0.0,0.3,-0.248670697023989,-0.3492658881465956,0.3,-0.248670697023989,0.3,-0.248670697023989,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20160602,2016-06-02,2016Q2,qe_era,-0.3891573776188795,-0.557983751881824,0.0,0.0,-0.4516952803768959,-0.3891573776188795,0.0,-0.4516952803768959,0.0,-0.4516952803768959,negative,zero,negative,ambiguous_zero_response,ambiguous_zero_response,True,True
ECB_20160721,2016-07-21,2016Q3,qe_era,0.1398609320367525,3.333144810662815,0.265000000000004,0.255,0.268560697187237,0.1398609320367525,0.255,0.268560697187237,0.255,0.268560697187237,positive,positive,positive,possible_information_shock,possible_information_shock,True,True
ECB_20161208,2016-12-08,2016Q4,qe_era,0.1691507915304835,0.4399717031500111,0.0,-0.0850000000000017,0.761089152288008,0.1691507915304835,-0.0850000000000017,0.761089152288008,-0.0850000000000017,0.761089152288008,positive,negative,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20170119,2017-01-19,2017Q1,qe_era,-0.4105442310217722,0.0093588208413247,0.0,0.0,0.353983744241937,-0.4105442310217722,0.0,0.353983744241937,0.0,0.353983744241937,negative,zero,positive,ambiguous_zero_response,ambiguous_zero_response,True,True
ECB_20170309,2017-03-09,2017Q1,qe_era,-0.4392096585343724,-0.960609007249146,-0.465000000000004,0.2099999999999989,0.392688205950087,-0.4392096585343724,0.2099999999999989,0.392688205950087,0.2099999999999989,0.392688205950087,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20170608,2017-06-08,2017Q2,qe_era,-0.2694529487304556,0.2547767503349349,0.0,-0.1150012016296387,-0.1699910003637228,-0.2694529487304556,-0.1150012016296387,-0.1699910003637228,-0.1150012016296387,-0.1699910003637228,negative,negative,negative,possible_information_shock,possible_information_shock,True,True
ECB_20171026,2017-10-26,2017Q4,qe_era,-0.4583760680588817,-0.2446473391637698,0.0,0.3999978303909301,0.4000008442151425,-0.4583760680588817,0.3999978303909301,0.4000008442151425,0.3999978303909301,0.4000008442151425,negative,positive,positive,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
ECB_20171214,2017-12-14,2017Q4,qe_era,0.5111780192826924,-0.2526179821346739,0.0200003385543823,0.0,0.1986147480257826,0.5111780192826924,0.0,0.1986147480257826,0.0,0.1986147480257826,positive,zero,positive,ambiguous_zero_response,ambiguous_zero_response,True,True
ECB_20180125,2018-01-25,2018Q1,qe_era,-0.3994160264772373,-0.0627171918430855,0.0,0.1000016927719115,-0.6068287805204519,-0.3994160264772373,0.1000016927719115,-0.6068287805204519,0.1000016927719115,-0.6068287805204519,negative,positive,negative,mixed_sign_factor_yield_conflict,mixed_sign_factor_yield_conflict,True,True
