response,response_label,channel,response_role,shock,horizon_months,sample_name,controls,nobs,sample_start,sample_end,raw_coefficient_per_unit_shock,raw_std_error_hac,coefficient,std_error_hac,t_stat,p_value,ci_90_low,ci_90_high,ci_95_low,ci_95_high,ci_68_low,ci_68_high,bootstrap_ci_90_low,bootstrap_ci_90_high,bootstrap_ci_68_low,bootstrap_ci_68_high,bootstrap_ci_95_low,bootstrap_ci_95_high,bootstrap_replications,bootstrap_method,ci_method,horizon_consistent_bandwidth,coefficient_10bp_equiv,std_error_10bp_equiv,shock_scale_raw_units,shock_normalization,optional_10bp_scaling_note,r_squared,hac_bandwidth,interpretation_layer,bootstrap_feasible
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,timing_factor_monthly_easing,12,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",232,2005-04,2024-10,0.0005388124383843822,0.005101285678309534,0.001068020876316261,0.010111644075671845,0.10562287085300702,0.9158815779372222,-0.01556415355599494,0.017700195308627462,-0.01875043733648836,0.020886479089120884,-0.008987583286946802,0.011123625039579322,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,13,0.005388124383843822,0.05101285678309534,1.982175614799649,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.22732383071391993,13,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,timing_factor_monthly_easing,24,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",220,2005-04,2023-10,-0.0065586081840146885,0.005237873047208361,-0.01326576616915618,0.0105943817832183,-1.2521510401078244,0.21051483236622412,-0.030691973470591407,0.004160441132279046,-0.03403037290273128,0.007498840564418921,-0.02380143265121142,-0.002730099687100942,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,25,-0.06558608184014689,0.05237873047208361,2.022649592254781,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.3046171116649873,25,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,fg_factor_monthly_easing,0,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",244,2005-04,2025-10,-0.000478760449219993,0.0006877543893853064,-0.0016334407018604392,0.002346488759327155,-0.696121255798737,0.486352896032135,-0.00549307124824057,0.002226189844519691,-0.006232474160269738,0.0029655927565488587,-0.003966924946436402,0.0007000435427155229,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,1,-0.00478760449219993,0.006877543893853064,3.4118121171489344,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.05235315451388789,1,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,fg_factor_monthly_easing,1,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",243,2005-04,2025-09,0.00046414072395813605,0.0007833408196786764,0.0015865609904160644,0.002677674943289033,0.5925144104561344,0.5535061739054219,-0.002817822351849979,0.005990944332682107,-0.0036615854607357718,0.0068347074415679,-0.001076273965610943,0.004249395946443072,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,2,0.00464140723958136,0.007833408196786764,3.418275769654651,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.06669668149225338,2,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,fg_factor_monthly_easing,3,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",241,2005-04,2025-07,0.005341370723931113,0.002353882960980916,0.018327938257813065,0.008076919540837477,2.269174301557136,0.02325772837801607,0.00504258785647132,0.03161328865915481,0.002497466851743818,0.03415840966388231,0.010295781948376336,0.026360094567249793,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,4,0.05341370723931113,0.02353882960980916,3.431317391189086,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.19825420507184233,4,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,fg_factor_monthly_easing,6,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",238,2005-04,2025-04,0.002926920452615394,0.0019029941319585273,0.010035033400323615,0.006524471704640829,1.5380606820910478,0.12403377830917704,-0.0006967675469971065,0.020766834347644335,-0.002752696158923063,0.022822762959570295,0.0035467210798645673,0.016523345720782665,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,7,0.02926920452615394,0.019029941319585273,3.4285295971595877,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.20122023649868392,7,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,fg_factor_monthly_easing,12,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",232,2005-04,2024-10,0.0027039362145564773,0.0022738154540580973,0.009269413519970416,0.007794908621844476,1.1891625636243872,0.23437570289633053,-0.0035520701984257715,0.022090897238366602,-0.006008326641625504,0.024547153681566337,0.001517705192077506,0.01702112184786333,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,13,0.027039362145564773,0.022738154540580972,3.4281184112513783,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.2295973305885819,13,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,fg_factor_monthly_easing,24,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",220,2005-04,2023-10,0.0038201278659192846,0.0018797784006422849,0.01331566688201269,0.006552268372548796,2.0322224495259755,0.04213114119178121,0.0025381444846663843,0.024093189279358995,0.0004734568547761775,0.026157876909249204,0.0067997119460256016,0.01983162181799978,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,25,0.038201278659192844,0.01879778400642285,3.485659996045283,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.3046093085239471,25,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,qe_factor_monthly_easing,0,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",142,2014-01,2025-10,-0.0011605435195348986,0.00087025150198514,-0.002622738154471869,0.001966700756863985,-1.3335725556204963,0.18234398223526235,-0.0058576730275278,0.0006121967185840622,-0.006477400806292945,0.001231924497349207,-0.004578539226049847,-0.0006669370828938912,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,1,-0.011605435195348986,0.008702515019851401,2.2599222780744683,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.35847184947870725,1,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,qe_factor_monthly_easing,1,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",141,2014-01,2025-09,-0.0011376195500466461,0.0011877937791921768,-0.002575621433691441,0.0026892181277715275,-0.957758467821195,0.3381845664383458,-0.006998991624820086,0.0018477487574372034,-0.007846392110695868,0.0026951492433129865,-0.0052499356005244096,9.869273314152757e-05,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,2,-0.011376195500466462,0.01187793779192177,2.2640446303738644,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.4202826925760287,2,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,qe_factor_monthly_easing,3,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",139,2014-01,2025-07,0.0008194422836189854,0.0020095776184357946,0.0018676288585738002,0.004580121417654098,0.40776841665703806,0.6834437029996732,-0.005666000467132662,0.009401258184280262,-0.007109244164848767,0.010844501881996368,-0.0026871089912701472,0.006422366708417748,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,4,0.008194422836189853,0.020095776184357945,2.2791463119594013,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.5227293430635748,4,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,qe_factor_monthly_easing,6,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",136,2014-01,2025-04,-0.001564020913745849,0.0029801977939024615,-0.0035578578768832463,0.006779397962340124,-0.5248043995421592,0.5997191728096776,-0.014708975203785819,0.007593259450019327,-0.01684523371993412,0.009729517966167627,-0.010299683623948518,0.003183967870182026,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,7,-0.015640209137458488,0.029801977939024615,2.2748147710903264,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.5485949557029485,7,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,qe_factor_monthly_easing,12,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",130,2014-01,2024-10,-0.006058787808414951,0.0035223342316120405,-0.014008280173545322,0.008143847637766892,-1.7201058758248704,0.08541319786720246,-0.027403717497866374,-0.0006128428492242696,-0.029969928239150026,0.001953367892059382,-0.022106993656581732,-0.00590956669050891,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,13,-0.060587878084149505,0.035223342316120405,2.312059873443571,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.623001492017017,13,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,qe_factor_monthly_easing,24,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",118,2014-01,2023-10,-0.0018397234037344627,0.00407107135753796,-0.004405389305952928,0.009748560129127762,-0.45190153700648034,0.6513399171363996,-0.02044034379190324,0.011629565179997383,-0.023512216060166482,0.014701437448260624,-0.014099921776308318,0.005289143164402463,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,25,-0.018397234037344626,0.0407107135753796,2.394593283430764,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.6881361792393448,25,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,weighted_composite_monthly_easing,0,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",246,2005-04,2025-10,-0.0002846552799487069,0.004630222775729977,-0.0001557630895498363,0.002533653354266532,-0.061477663977804964,0.950978802316423,-0.004323251998752905,0.004011725819653233,-0.005121632413221342,0.00481010623412167,-0.0026753746410210226,0.0023638484619213497,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,1,-0.002846552799487069,0.046302227757299766,0.5471990176254726,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.04787351969028042,1,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,weighted_composite_monthly_easing,1,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",245,2005-04,2025-09,0.008909324264230856,0.005994696769134339,0.004884443635529302,0.003286529664037782,1.4862009885309682,0.13722596615887594,-0.000521416602446847,0.010290303873505453,-0.0015570361401072742,0.011325923411165879,0.001616128302724229,0.008152758968334376,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,2,0.08909324264230856,0.059946967691343396,0.5482395174614264,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.07282994296446987,2,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,weighted_composite_monthly_easing,3,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",243,2005-04,2025-07,0.024361114830021183,0.010548063444165395,0.013410731519431205,0.005806681996560579,2.309534348079448,0.02091394794293355,0.0038595895768347207,0.022961873462027688,0.002029843936495336,0.024791619102367074,0.007636230832659389,0.01918523220620302,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,4,0.24361114830021183,0.10548063444165395,0.5504974469766309,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.17375268133969834,4,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,weighted_composite_monthly_easing,6,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",240,2005-04,2025-04,0.006444952405075659,0.012945518190718838,0.0035591882455281564,0.007149088663616985,0.49785202184461835,0.6185883460224458,-0.008200016172219894,0.015318392663276207,-0.010452768057444719,0.017571144548501033,-0.003550279333771233,0.010668655824827546,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,7,0.06444952405075659,0.12945518190718838,0.5522443024909156,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.19407180102222532,7,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,weighted_composite_monthly_easing,12,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",234,2005-04,2024-10,-0.0043310868230150784,0.017913488400180463,-0.002408802664896357,0.009962870835709972,-0.24177796787874362,0.8089522115838894,-0.01879626689386295,0.013978661564070237,-0.021935670685512373,0.017118065355719657,-0.01231645810686868,0.007498852777075966,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,13,-0.04331086823015078,0.17913488400180463,0.5561658685981902,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.22546502000355428,13,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,weighted_composite_monthly_easing,24,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",222,2005-04,2023-10,-0.013426727607324999,0.012500580725819842,-0.007619525241625454,0.007093946727823523,-1.074088308520916,0.2827831040879679,-0.019288029246286503,0.0040489787630355965,-0.021523405336405323,0.006284354853154416,-0.01467415648817959,-0.0005648939950713191,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,25,-0.13426727607324998,0.12500580725819843,0.5674893737673352,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.2983769595871567,25,reduced_form_dynamic_transmission,False
ln_dax_real_de,real DAX,financial_market,monthly,target_factor_monthly_easing,0,full,"L1_ln_dax_real_de,L2_ln_dax_real_de,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",246,2005-04,2025-10,-0.0005714022517862875,0.0019096971194511028,-0.0013872797983995819,0.00463646096352322,-0.2992109303440346,0.7647791099090706,-0.009013579430469668,0.0062390198336705035,-0.01047457630263097,0.007700016705831806,-0.005998044953769535,0.0032234853569703716,-0.00663903513073406,0.00465138737395378,-0.004878470770008909,0.00198218092471603,-0.007966862707039847,0.005788930173304834,399,fixed_design_circular_block_residual_percentile_b3,HAC_Newey_West_horizon_bandwidth,1,-0.005714022517862875,0.01909697119451103,2.42785147251825,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.02179291039121045,1,reduced_form_dynamic_transmission,True
ln_dax_real_de,real DAX,financial_market,monthly,target_factor_monthly_easing,1,full,"L1_ln_dax_real_de,L2_ln_dax_real_de,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",245,2005-04,2025-09,-0.0008438821707608432,0.002268730039417682,-0.0020529377589128014,0.005519208396713767,-0.3719623560754031,0.7099208771037142,-0.011131227708148462,0.0070253521903228585,-0.01287038743964284,0.008764511921817236,-0.00754155805810227,0.0034356825402766665,-0.009638884033227131,0.005769717966566699,-0.0064580735782081185,0.002440512891623049,-0.011368070270373619,0.008029638117556913,399,fixed_design_circular_block_residual_percentile_b3,HAC_Newey_West_horizon_bandwidth,2,-0.008438821707608433,0.022687300394176817,2.4327303384806376,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.036223846483605326,2,reduced_form_dynamic_transmission,True
ln_dax_real_de,real DAX,financial_market,monthly,target_factor_monthly_easing,3,full,"L1_ln_dax_real_de,L2_ln_dax_real_de,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",243,2005-04,2025-07,-0.002552073423896853,0.002123222329343396,-0.006233845009514206,0.0051863080418964504,-1.2019812473835836,0.22937079369055183,-0.014764562602715171,0.002296872583686758,-0.016398821984361697,0.0039311319653332856,-0.01139140992653227,-0.0010762800924961433,-0.015439454266938518,0.003308939817708206,-0.011892283270978788,-0.00024844581383013146,-0.016873230852830816,0.004399528855579,399,fixed_design_circular_block_residual_percentile_b4,HAC_Newey_West_horizon_bandwidth,4,-0.025520734238968532,0.02123222329343396,2.442658957670396,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.057616121299403855,4,reduced_form_dynamic_transmission,True
