instrument,policy_target,sample,nobs,sample_start,sample_end,coefficient,std_error,t_stat,p_value,first_stage_f_stat,partial_r_squared,instrument_policy_correlation,weak_instrument_interpretation,stock_yogo_style_note
timing_factor_quarterly_abs_sum,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.02071012066219837,0.01204242739183621,-1.7197629670773977,0.08929449424453882,2.9575846629308544,0.03522712897000113,-0.18768891541591123,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_abs_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0008997605757819092,0.0024216935854646142,-0.3715418751498595,0.7112040958975965,0.13804336498987377,0.001701339584551011,-0.04124729790605688,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_abs_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-5492.918597737626,7966.337720992925,-0.6895161603885642,0.49246914717978696,0.4754325354369882,0.005835287038583111,-0.07638905051499917,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_abs_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,9.693212583453512e-05,0.00023395944729860107,0.41431165509132534,0.6797410092070472,0.17165414754451333,0.002114705550197365,0.04598592774096627,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_abs_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.0005144852054249374,0.0004843242443833644,1.062274316000789,0.2912680727484719,1.1284267224349442,0.013739782526805583,0.11721681844686607,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_abs_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.00017963988511331111,0.0005449525663676634,-0.32964315832235824,0.7425205562540753,0.10866461182873935,0.001339741103478751,-0.036602474007623495,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_signed_cumulative,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,0.002853505532014775,0.0214139844831451,0.13325430091073254,0.8943916960230843,0.017756708711208054,0.0002649552832451041,0.016277447073945742,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_signed_cumulative,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.003430427863914498,0.012450702358767947,0.2755208312805539,0.7836177761980707,0.07591172846952744,0.0009363043455343754,0.0305990905997936,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_signed_cumulative,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0027431748775328378,0.002443612406433214,-1.1225900107197755,0.264928199057342,1.2602083321678257,0.015319780459090106,-0.12377310070887815,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_signed_cumulative,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-3168.4647104441506,8109.91860522715,-0.39069007528657007,0.6970520038805561,0.1526387349274258,0.0018808844334193087,-0.043369164546014825,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_signed_cumulative,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.00025599094198103137,0.00023624958799392878,-1.083561432444106,0.28177419576937207,1.174105377880323,0.01428802142087414,-0.11953251198261554,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_signed_cumulative,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,1.716698686375198e-05,0.0004954878404197624,0.03464663602886526,0.972446751953272,0.0012003893881166643,1.4819402457570567e-05,0.003849597700743655,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
timing_factor_quarterly_signed_cumulative,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0002647092230462443,0.0005532644572178749,-0.4784497171160267,0.6336190629257528,0.22891413180840595,0.002818136057278224,-0.05308611925238298,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,-0.032477793282679086,0.027598109348246157,-1.1768122545229,0.24343442389842432,1.3848870823952708,0.020251361689413255,-0.14230727911604962,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_sum,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.02616376596630094,0.010148336462657975,2.5781334766120207,0.011744319349541206,6.646772223227585,0.07583590421674537,0.2753831952330158,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.002516017734417115,0.0020681204124185777,1.2165721682881805,0.2273001580951148,1.480047840653405,0.01794431355705286,0.1339563867721612,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-11280.980951385729,6764.210698121787,-1.6677453519474357,0.0992281084176801,2.781374558942276,0.03319800580480462,-0.1822031992167114,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0002751928033857312,0.00019932806717573944,-1.380602377201124,0.17119915568950478,1.9060629239333946,0.02299063369686502,-0.1516266259496168,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,4.425363224919408e-05,0.00041988416023175894,0.10539485991747789,0.916323058239995,0.011108076497024787,0.0001371179429682121,0.011709737100730004,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0003835519255923671,0.0004675976815302421,-0.8202605375141508,0.4144749396158255,0.6728273494030037,0.008238080782052438,-0.09076387377174049,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_mean,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,-0.09771269805951002,0.06500302856606337,-1.503202238649595,0.13748608049697966,2.2596169702811535,0.032625317163546254,-0.1806247966463804,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_mean,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.05729473408024516,0.0216932196530214,2.6411355712366666,0.009912561186757832,6.975597105651634,0.07929013652813861,0.28158504315417493,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_mean,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.004920788787784721,0.004435839679816174,1.109325210776924,0.2705726158979135,1.230602423265267,0.014965260949092795,0.12233258335003303,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_mean,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-27479.961223115475,14413.117103113136,-1.9065939051574061,0.0601192329339383,3.635100319183368,0.042950268924764744,-0.2072444665721253,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_mean,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0005296244073045607,0.00042785031185177885,-1.2378731360795165,0.21933918729773255,1.5323299010273372,0.018566420006134628,-0.1362586511240099,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_mean,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.0003202546735891184,0.0008985894662456305,0.3563970930208706,0.7224698799464303,0.1270188879137271,0.0015656792232094496,0.039568664662955826,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_mean,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0009997132777215167,0.000999412852056543,-1.0003006021629155,0.32014400307867724,1.0006012946874914,0.012202365335000496,-0.11046431702138258,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_abs_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,-0.050819011580108535,0.018192119361034598,-2.7934629589643603,0.006792267544473543,7.803435303105919,0.10431921036094331,-0.3229848454044606,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_abs_sum,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.004516307301173319,0.00926650395875025,0.4873798491078853,0.6273056421606578,0.23753911731642502,0.0029240068064271493,0.05407408627454702,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_abs_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.001233376057931559,0.0018294653221808085,0.6741729635308512,0.5021208685609276,0.45450918475597046,0.005579914351028105,0.07469882429481815,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_abs_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-10814.65914249396,5926.973144004759,-1.8246512814779976,0.07174067010466355,3.3293522989992987,0.03948034946592145,-0.19869662670997068,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_abs_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.00022545516041665004,0.00017549740453172414,-1.2846637875826545,0.20257159661062057,1.6503610471262118,0.019967983517763417,-0.14130811554105235,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_abs_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.00010052463367701551,0.0003689706692050689,-0.27244613750353497,0.7859723223569424,0.07422689784059508,0.0009155424686827586,-0.0302579323266273,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_abs_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0012976663056896603,0.0003867601673806541,-3.355222215560997,0.001208866966428584,11.257516115794045,0.12202275315611724,-0.34931755346119864,passes_F10_but_below_stock_yogo_style_16_38_caution,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_signed_cumulative,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,-0.032477793282679086,0.027598109348246157,-1.1768122545229,0.24343442389842432,1.3848870823952708,0.020251361689413255,-0.14230727911604962,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_signed_cumulative,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.02616376596630094,0.010148336462657975,2.5781334766120207,0.011744319349541206,6.646772223227585,0.07583590421674537,0.2753831952330158,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_signed_cumulative,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.002516017734417115,0.0020681204124185777,1.2165721682881805,0.2273001580951148,1.480047840653405,0.01794431355705286,0.1339563867721612,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_signed_cumulative,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-11280.980951385729,6764.210698121787,-1.6677453519474357,0.0992281084176801,2.781374558942276,0.03319800580480462,-0.1822031992167114,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_signed_cumulative,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0002751928033857312,0.00019932806717573944,-1.380602377201124,0.17119915568950478,1.9060629239333946,0.02299063369686502,-0.1516266259496168,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_signed_cumulative,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,4.425363224919408e-05,0.00041988416023175894,0.10539485991747789,0.916323058239995,0.011108076497024787,0.0001371179429682121,0.011709737100730004,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
target_factor_quarterly_signed_cumulative,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0003835519255923671,0.0004675976815302421,-0.8202605375141508,0.4144749396158255,0.6728273494030037,0.008238080782052438,-0.09076387377174049,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,-0.001235041960674024,0.011420951657970423,-0.10813827058029057,0.9142092036894006,0.011693885564096137,0.00017450514807260044,-0.013210039669607366,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_sum,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0004941474695583157,0.006389179503479715,-0.07734130325954842,0.938542761834593,0.005981677189885436,7.384241343710289e-05,-0.008593160852509555,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.000275940898844187,0.0012627593710059454,0.21852215487766732,0.8275719345895607,0.047751932172379226,0.0005891826859348558,0.024273085628631057,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_sum,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,1920.8640415468442,4158.319772297435,0.4619327388777472,0.6453678515809753,0.213381855247097,0.002627422357899392,0.05125838817110229,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_sum,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,3.7014023255541604e-06,0.00012205552413228775,0.030325561680784395,0.9758820077751675,0.0009196396912550588,1.1353447533013269e-05,0.0033694877256065336,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_sum,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.00017769343931593046,0.0002533877922565829,-0.7012707192144298,0.4851439705343202,0.49178062162752373,0.0060347266666180505,-0.07768350318193723,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_sum,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-9.934903498296482e-05,0.000283975959331377,-0.3498501606152954,0.7273591743268596,0.12239513488254798,0.001508771217603241,-0.03884290434047428,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_mean,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,-0.006531039702020587,0.0327267423296423,-0.19956278068364558,0.8424269717471394,0.03982530343418882,0.0005940544035419605,-0.024373231290535955,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_mean,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.0019876569697004024,0.01740090480624046,0.11422721932181204,0.9093403417271049,0.01304785763399335,0.00016105871805888154,0.01269089114518292,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_mean,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.0006569546142076688,0.003439509234412705,0.19100242779834944,0.8490016331162279,0.03648192742486369,0.00045019140215806007,0.0212177143481116,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_mean,d_ecb_assets_ea_qavg,robustness_2005q1_2025q4,83,2005Q2,2025Q4,4483.031187599314,11329.624541728756,0.39569106382013086,0.6933732360069993,0.1565714179871069,0.001929251263963638,0.04392324286711579,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_mean,d_ln_hh_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-1.1884994610167101e-05,0.0003324314938700398,-0.0357517107413818,0.9715682981281445,0.001278184820935435,1.5779810511372372e-05,-0.003972380962517539,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_mean,d_ln_nfc_loans_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0005265130763298572,0.0006897461024519186,-0.7633433149650307,0.4474763005558662,0.582693016501802,0.007142360652202792,-0.08451248814348553,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_mean,d_ln_house_price_de_real,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.0005301187687567835,0.0007717808227901379,-0.6868773531328505,0.49412185721037155,0.4718004982467906,0.005790966878864342,-0.07609840260389393,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_abs_sum,d_wx_shadow_rate,baseline_2005q1_2022q2,69,2005Q2,2022Q2,-0.004381773652384606,0.011997695832381132,-0.36521793130964664,0.7160991483326397,0.13338413735009777,0.001986852578103368,-0.044574124535467496,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_abs_sum,d_dfr_eop,robustness_2005q1_2025q4,83,2005Q2,2025Q4,0.005937059985436652,0.006737209507484094,0.8812342823599908,0.3807984608356647,0.776573860406528,0.009496287552131345,0.09744889713142642,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
fg_factor_quarterly_abs_sum,d_ln_ecb_assets_ea_stock,robustness_2005q1_2025q4,83,2005Q2,2025Q4,-0.00017443596976770661,0.0013381164175316628,-0.1303593375600887,0.8966053397427898,0.01699355688910515,0.0002097529930825252,-0.014482851690275808,weak_instrument_warning_below_rule_of_thumb_10,Formal Stock-Yogo critical values are not exact for LP-IV; F screens are used as cautionary evidence.
