target,target_label,target_family,instrument,controls,observations,sample_start,sample_end,coefficient,std_error_hac,t_stat_hac,p_value_hac,first_stage_f_stat,partial_r_squared,full_r_squared,sign,relevance_class,interpretation,top5_abs_shock_share,jackknife_without_top5_f_stat,jackknife_f_ratio,rolling_windows,rolling_median_f,rolling_min_f,rolling_max_f,rolling_sign_stability,regime_count,regime_estimated_count,regime_max_f,regime_median_f,regime_sign_stability,final_screen,rank
d_ln_ecb_assets_ea_stock,"ECB assets, log end-of-month stock",liquidity stock,qe_factor_monthly_easing,"L1_d_ln_ecb_assets_ea_stock,L2_d_ln_ecb_assets_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,-0.001025058025822084,0.0008936743004553713,-1.1470152216526381,0.2513753299578621,2.063051816782794,0.014942823511684912,0.29479118112342706,negative,weak,Balance-sheet/liquidity response candidate; retained as secondary because it is a persistent implementation stock.,0.18845495987663957,0.8751020938310946,0.4241784363883618,83,0.8497762799615717,0.002808592962653405,6.988470119776525,0.9156626506024096,4,3,3.764881120089715,1.3078488987865138,0.6666666666666666,reject_weak_relevance,11
d_dfr_eop,"deposit facility rate, end of month",policy-rate bridge,timing_factor_monthly_easing,"L1_d_dfr_eop,L2_d_dfr_eop,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,0.005083468500740567,0.006972701533138021,0.7290529325801764,0.46596928420038586,1.3817224270108812,0.005772046474568157,0.2990558401148511,positive,weak,"Observed policy-rate implementation; conventional short-rate channel, but discrete and often unchanged.",0.19120183633612997,0.04396016390454958,0.0318154812031602,125,1.2836006636641555,1.3396896654931199e-06,4.486612257342152,0.408,4,2,1.1466167300050019,0.6922166540810606,0.5,reject_weak_relevance,12
d_ln_retail_de_chained_index,German retail volume,purchasing-power proxy,qe_factor_monthly_easing,"L1_d_ln_retail_de_chained_index,L2_d_ln_retail_de_chained_index,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,-0.0008520865426326328,0.0005701656304123536,-1.4944544132139097,0.13505688854944176,1.3146640852504587,0.009574098250965115,0.2009199188566554,negative,weak,Monthly real-activity/purchasing-power proxy. It is not compensation and should not be narrated as wages.,0.18845495987663957,1.678924435415623,1.2770748469148059,83,0.8361266850776058,0.0708887706373032,2.6991032846122036,1.0,4,3,2.067316373730933,0.41070682469647607,1.0,reject_weak_relevance,13
d_ln_ecb_assets_ea_stock,"ECB assets, log end-of-month stock",liquidity stock,target_factor_monthly_easing,"L1_d_ln_ecb_assets_ea_stock,L2_d_ln_ecb_assets_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.0009848919412801208,0.001091311531777605,-0.9024846825139468,0.36679945465988284,1.1759736839714126,0.004875998491924272,0.07295506728635182,negative,weak,Balance-sheet/liquidity response candidate; retained as secondary because it is a persistent implementation stock.,0.28803141563810597,4.773120220079253,4.058866524937717,187,0.49724526343904246,6.467268214077944e-08,18.661493667228,0.8021390374331551,4,4,5.577047776415027,0.4056270679264593,0.5,reject_weak_relevance,14
d_ln_hh_loans_ea_stock,household credit,credit response,qe_factor_monthly_easing,"L1_d_ln_hh_loans_ea_stock,L2_d_ln_hh_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,-5.990387918283061e-05,6.672328893851547e-05,-0.8977956592941807,0.36929449925277363,0.9904978040266883,0.0072304124731604105,0.23896368879501706,negative,weak,Transmission response candidate; should not be confused with the policy innovation.,0.18845495987663957,1.6110893564671867,1.626545106831733,83,1.720038898116649,0.0018445137221792857,3.3422062633038694,0.8433734939759037,4,3,10.259124751580043,0.2500608846988454,0.6666666666666666,reject_weak_relevance,15
d_ln_nfc_loans_ea_stock,NFC credit,credit response,weighted_composite_monthly_easing,"L1_d_ln_nfc_loans_ea_stock,L2_d_ln_nfc_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,0.0006258760533881954,0.000524960386730618,1.1922348222997672,0.23316918294931102,0.9502988618506361,0.003943962162900209,0.2550714785468572,positive,weak,Transmission response candidate for productive credit; not a policy variable.,0.15872725901413534,1.8207008908011424,1.9159245200562098,187,0.2676656610756284,2.7540364434951256e-07,5.187198028971863,0.7272727272727273,4,4,9.940535557542404,1.0722430007655483,0.75,reject_weak_relevance,16
d_ln_ecb_assets_ea_mavg,"ECB assets, log monthly average",liquidity stock,weighted_composite_monthly_easing,"L1_d_ln_ecb_assets_ea_mavg,L2_d_ln_ecb_assets_ea_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,0.0031643676719439007,0.0036769135210967317,0.8606043231063124,0.3894560041238336,0.9091011353062123,0.0037736271939166673,0.14153197773356896,positive,weak,"Monthly-average balance-sheet response candidate; secondary, not a preferred causal treatment.",0.15872725901413534,0.6052836737891207,0.6658045516412684,187,0.3105581404902469,6.073050815260019e-09,1.7256180997764137,0.5026737967914439,4,4,0.935020710538984,0.5309895035893472,0.5,reject_weak_relevance,17
d_ln_ecb_assets_ea_mavg,"ECB assets, log monthly average",liquidity stock,qe_factor_monthly_easing,"L1_d_ln_ecb_assets_ea_mavg,L2_d_ln_ecb_assets_ea_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,0.0005466571550467839,0.0006275609577537848,0.8710821606930773,0.38370929386029645,0.789484136756327,0.005771526530263351,0.3987511002573676,positive,weak,"Monthly-average balance-sheet response candidate; secondary, not a preferred causal treatment.",0.18845495987663957,0.6765303511791023,0.8569270992051767,83,0.5926457067019109,0.0021175243342494085,3.1500383389215614,0.891566265060241,4,3,1.4338120025971661,0.8434631994770834,0.6666666666666666,reject_weak_relevance,18
d_ln_dax_real_de,real DAX,macro-financial response,weighted_composite_monthly_easing,"L1_d_ln_dax_real_de,L2_d_ln_dax_real_de,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.00508448061698356,0.010415039889298082,-0.48818637960360484,0.6254178312085026,0.710922536709405,0.002953428657151968,0.042879187910500716,negative,weak,"QE-sensitive market response bridge; useful for transmission timing, not a policy implementation variable.",0.15872725901413534,0.0012959355831544167,0.001822892813544523,187,0.7592648163189553,9.499784064003572e-05,6.503087213028871,0.3689839572192513,4,4,1.7072337366514163,1.0404469935700509,0.5,reject_weak_relevance,19
d_ln_dax_real_de,real DAX,macro-financial response,timing_factor_monthly_easing,"L1_d_ln_dax_real_de,L2_d_ln_dax_real_de,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,-0.0013779357954156585,0.0031404794868160023,-0.4387660550563534,0.6608310587656538,0.6571767207009875,0.0027536432372619467,0.04276175601589505,negative,weak,"QE-sensitive market response bridge; useful for transmission timing, not a policy implementation variable.",0.19120183633612997,1.0021236963685192,1.5248922623120136,185,1.7598552391924998,9.693132160002943e-06,9.894710415086006,0.6918918918918919,4,4,2.688733608658158,0.14401419365180734,1.0,reject_weak_relevance,20
d_dfr_mavg,"deposit facility rate, monthly average",policy-rate bridge,weighted_composite_monthly_easing,"L1_d_dfr_mavg,L2_d_dfr_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,0.006937250030715143,0.009564478001279318,0.7253140244336633,0.46825940392239307,0.5857673974205935,0.002434754988864207,0.6507066618458379,positive,weak,Monthly-average policy-rate implementation; smoother than end-of-month DFR but still mechanically administered.,0.15872725901413534,0.21087767308533276,0.3600024071225632,187,3.1967101356876158,0.009600279566711552,37.933732968255896,0.7433155080213903,4,3,5.939273251351235,0.18661312266923072,1.0,reject_weak_relevance,21
d_dfr_mavg,"deposit facility rate, monthly average",policy-rate bridge,qe_factor_monthly_easing,"L1_d_dfr_mavg,L2_d_dfr_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,0.0018485486348606747,0.0014890437599286248,1.2414333847040748,0.21444569267551308,0.5254397698569608,0.003848658321428612,0.6883046022417854,positive,weak,Monthly-average policy-rate implementation; smoother than end-of-month DFR but still mechanically administered.,0.18845495987663957,0.014624970941765047,0.027833772357479462,83,3.5134102075624343,0.0009233934850060727,17.59156688533403,0.9879518072289156,4,2,4.896475180579741,2.667739405158023,1.0,reject_weak_relevance,22
d_ln_dax_real_de,real DAX,macro-financial response,qe_factor_monthly_easing,"L1_d_ln_dax_real_de,L2_d_ln_dax_real_de,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,0.0012464961540879457,0.0019540902324804614,0.6378907858854,0.5235447761400042,0.4617849995742426,0.003383987682527261,0.04332976509649489,positive,weak,"QE-sensitive market response bridge; useful for transmission timing, not a policy implementation variable.",0.18845495987663957,1.2250092813496778,2.6527697575259355,83,0.4850571244580945,0.00011143804572461596,3.23343570997288,0.21686746987951808,4,3,4.978579153364099,1.455444635887858,0.6666666666666666,reject_weak_relevance,23
d_wx_shadow_rate,shadow rate,policy-rate bridge,weighted_composite_monthly_easing,"L1_d_wx_shadow_rate,L2_d_wx_shadow_rate,inflation_ea20_mom,L1_inflation_ea20_mom",208,2005-04,2022-08,-0.030134343998005436,0.03804586036273584,-0.7920531619130009,0.42832967900406355,0.45630211869636783,0.0022538301545626687,0.12951799477640058,negative,weak,Monthly change in the Wu-Xia shadow rate; best local proxy for the stance variable in the lower-bound period.,0.177140429341736,0.5973742338614366,1.3091638398877146,149,1.645075979014529,1.9315236387853732e-06,4.907109393705408,0.9395973154362416,4,3,2.473481963324331,1.6329286788704411,0.6666666666666666,reject_weak_relevance,24
d_ln_nfc_loans_ea_stock,NFC credit,credit response,fg_factor_monthly_easing,"L1_d_ln_nfc_loans_ea_stock,L2_d_ln_nfc_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,6.044747245645709e-05,8.706468088388301e-05,0.6942823639022472,0.487505148801877,0.33929479040842564,0.0014235788970794589,0.26294532556391215,positive,weak,Transmission response candidate for productive credit; not a policy variable.,0.1717500890975518,0.4517763543516482,1.3315157412461978,185,0.1719998605361099,2.15622706508914e-05,2.6015426018633767,0.6270270270270271,4,4,0.6672013287914527,0.3348074577053213,0.5,reject_weak_relevance,25
d_wx_shadow_rate,shadow rate,policy-rate bridge,qe_factor_monthly_easing,"L1_d_wx_shadow_rate,L2_d_wx_shadow_rate,inflation_ea20_mom,L1_inflation_ea20_mom",104,2014-01,2022-08,-0.009393952894182963,0.013062216545306106,-0.7191698944509284,0.4720362463449479,0.32879972407958113,0.0033438801755154746,0.18038164811718682,negative,weak,Monthly change in the Wu-Xia shadow rate; best local proxy for the stance variable in the lower-bound period.,0.2371811623897881,0.01956696781728306,0.05951029269278572,45,1.0220476681463178,2.3304268546022766e-05,2.7384464056838236,0.9111111111111111,4,2,2.0777240948418343,1.0474625199824774,0.5,reject_weak_relevance,26
d_wx_shadow_rate,shadow rate,policy-rate bridge,fg_factor_monthly_easing,"L1_d_wx_shadow_rate,L2_d_wx_shadow_rate,inflation_ea20_mom,L1_inflation_ea20_mom",206,2005-04,2022-08,-0.003966714941289863,0.006164609797663775,-0.643465697178943,0.5199219660774328,0.29705572394269364,0.001483075838878568,0.12820100358600273,negative,weak,Monthly change in the Wu-Xia shadow rate; best local proxy for the stance variable in the lower-bound period.,0.19178332512722449,1.8710589972175151,6.298680168096911,147,0.68861298352545,9.323901223523822e-05,6.095944703213998,0.7346938775510204,4,3,0.639221863487423,0.49316451939132516,1.0,reject_weak_relevance,27
d_ln_dax_real_de,real DAX,macro-financial response,target_factor_monthly_easing,"L1_d_ln_dax_real_de,L2_d_ln_dax_real_de,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.0007546120362357353,0.0019235077658765324,-0.3923103663123827,0.6948289051200618,0.29258866544532647,0.0012176349968608142,0.04121290241741671,negative,weak,"QE-sensitive market response bridge; useful for transmission timing, not a policy implementation variable.",0.28803141563810597,2.8996466058564527,9.910317617543816,187,1.036489828748797,0.0009631283775333114,14.172574413305444,0.45989304812834225,4,4,10.568605244077858,2.546492268328171,0.5,reject_weak_relevance,28
d_wx_shadow_rate,shadow rate,policy-rate bridge,target_factor_monthly_easing,"L1_d_wx_shadow_rate,L2_d_wx_shadow_rate,inflation_ea20_mom,L1_inflation_ea20_mom",208,2005-04,2022-08,-0.006158613599095584,0.012494853985055428,-0.4928920022964369,0.6220888986182578,0.26034934556665446,0.0012871991292857966,0.12867465912789122,negative,weak,Monthly change in the Wu-Xia shadow rate; best local proxy for the stance variable in the lower-bound period.,0.3051064531081703,3.277537359741957,12.588997881321134,149,0.9229723219715296,0.01801180517702637,4.904104749946655,0.9798657718120806,4,3,2.355652089400279,0.33575274751159,0.6666666666666666,reject_weak_relevance,29
d_ln_ecb_assets_ea_stock,"ECB assets, log end-of-month stock",liquidity stock,weighted_composite_monthly_easing,"L1_d_ln_ecb_assets_ea_stock,L2_d_ln_ecb_assets_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,0.0020177153499447934,0.004703148491948928,0.42901374545133203,0.6679132216085478,0.249884292299141,0.0010401016135147029,0.06938159427378987,positive,weak,Balance-sheet/liquidity response candidate; retained as secondary because it is a persistent implementation stock.,0.15872725901413534,0.04562744780121192,0.18259430147210085,187,0.9665123826814771,0.000564969915607606,8.488000979731355,0.40106951871657753,4,4,7.4857278241864,0.8971239592186844,0.5,reject_weak_relevance,30
d_ln_retail_de_chained_index,German retail volume,purchasing-power proxy,weighted_composite_monthly_easing,"L1_d_ln_retail_de_chained_index,L2_d_ln_retail_de_chained_index,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.0009731361113850002,0.0015523182724078188,-0.626892132033953,0.5307299450803322,0.2299975716205695,0.0009574057109666314,0.20229916374535895,negative,weak,Monthly real-activity/purchasing-power proxy. It is not compensation and should not be narrated as wages.,0.15872725901413534,2.262459721421465,9.83688525700558,187,0.0777232729507875,2.703186377548307e-09,5.5814190883373795,0.6203208556149733,4,4,1.5145851037083635,0.19195922746371438,0.75,reject_weak_relevance,31
d_dfr_eop,"deposit facility rate, end of month",policy-rate bridge,fg_factor_monthly_easing,"L1_d_dfr_eop,L2_d_dfr_eop,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,0.0011699403563397981,0.003252315533362232,0.35972535393277727,0.7190525298698172,0.22553644329381997,0.0009467349582294075,0.29565393020574937,positive,weak,"Observed policy-rate implementation; conventional short-rate channel, but discrete and often unchanged.",0.1717500890975518,0.23263138162396324,1.0314580571836909,125,1.250196523815699,2.0289735488776926e-05,7.709462578340112,0.656,4,2,1.4080481531558589,1.0227849359055137,0.5,reject_weak_relevance,32
d_ln_hh_loans_ea_stock,household credit,credit response,weighted_composite_monthly_easing,"L1_d_ln_hh_loans_ea_stock,L2_d_ln_hh_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-8.27609013929261e-05,0.000235714361376919,-0.3511067416914292,0.7255082703931933,0.14169968240437583,0.000590066958765506,0.5245175307714864,negative,weak,Transmission response candidate; should not be confused with the policy innovation.,0.15872725901413534,0.03614660810282335,0.2550930777647749,187,0.3425189016612143,7.90175812976706e-05,4.14031824220217,0.3850267379679144,4,4,1.2898842534130577,0.5719610421299948,0.25,reject_weak_relevance,33
d_dfr_mavg,"deposit facility rate, monthly average",policy-rate bridge,timing_factor_monthly_easing,"L1_d_dfr_mavg,L2_d_dfr_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,-0.0008526279244200567,0.0015428034283152506,-0.5526484507174908,0.5805041582874986,0.11037090963860877,0.00046352835962988707,0.6516985952860823,negative,weak,Monthly-average policy-rate implementation; smoother than end-of-month DFR but still mechanically administered.,0.19120183633612997,0.334319440732979,3.0290539583994778,185,0.45133556759887855,6.242388450335571e-05,5.174287086057084,0.6108108108108108,4,3,1.6954348189166666,0.5152646356227605,1.0,reject_weak_relevance,34
d_ln_dax_real_de,real DAX,macro-financial response,fg_factor_monthly_easing,"L1_d_ln_dax_real_de,L2_d_ln_dax_real_de,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,-0.00032576346347878765,0.001003754842732903,-0.324544848612474,0.745525573784152,0.10934740465165688,0.0004592318858689236,0.04055939320144042,negative,weak,"QE-sensitive market response bridge; useful for transmission timing, not a policy implementation variable.",0.1717500890975518,2.0459543820027157,18.710589323271282,185,0.5306927009077104,2.5865571159354384e-05,2.957952560497677,0.3837837837837838,4,4,0.9551846976543865,0.4176000775614644,0.5,reject_weak_relevance,35
d_ln_nfc_loans_ea_stock,NFC credit,credit response,timing_factor_monthly_easing,"L1_d_ln_nfc_loans_ea_stock,L2_d_ln_nfc_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,4.054035245734207e-05,0.00016566748685084714,0.2447091654975194,0.8066816307396119,0.05152825742908042,0.00021645841892414873,0.2620543433894589,positive,weak,Transmission response candidate for productive credit; not a policy variable.,0.19120183633612997,1.1939821624457134,23.171405788154583,185,0.7223847221035813,0.0005352518057291954,9.738256106960137,0.6594594594594595,4,4,2.948348108915064,0.30705168898819013,0.5,reject_weak_relevance,36
d_ln_ecb_assets_ea_stock,"ECB assets, log end-of-month stock",liquidity stock,fg_factor_monthly_easing,"L1_d_ln_ecb_assets_ea_stock,L2_d_ln_ecb_assets_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,-0.00014044995658135765,0.0007047201961559714,-0.19929889528846811,0.8420289432722141,0.04692527057473699,0.000197126136039773,0.06978736950457576,negative,weak,Balance-sheet/liquidity response candidate; retained as secondary because it is a persistent implementation stock.,0.1717500890975518,0.2743671909677038,5.846896301444322,185,1.2926198821824892,0.0005107058449989022,8.10298231411943,0.4648648648648649,4,4,5.318780800866475,1.7929586079862632,0.5,reject_weak_relevance,37
d_dfr_eop,"deposit facility rate, end of month",policy-rate bridge,weighted_composite_monthly_easing,"L1_d_dfr_eop,L2_d_dfr_eop,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.0031466970960282933,0.021579380640427644,-0.1458196205192817,0.884063786528845,0.042359250687430086,0.00017646573221350632,0.2937650514013125,negative,weak,"Observed policy-rate implementation; conventional short-rate channel, but discrete and often unchanged.",0.15872725901413534,0.7401135753059547,17.472300932971415,127,4.055503154930779,0.00034433784977486783,12.59219502807784,0.6377952755905512,4,2,2.336733406725176,1.2399718109264661,0.5,reject_weak_relevance,38
d_ln_retail_de_chained_index,German retail volume,purchasing-power proxy,fg_factor_monthly_easing,"L1_d_ln_retail_de_chained_index,L2_d_ln_retail_de_chained_index,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,6.222661239443914e-05,0.00021204723979987574,0.2934563659171743,0.7691733469828905,0.03618388312754931,0.00015201001182792905,0.20166623284533436,positive,weak,Monthly real-activity/purchasing-power proxy. It is not compensation and should not be narrated as wages.,0.1717500890975518,0.056142093836199204,1.5515773594087894,185,0.3841079575138574,5.4426531228724106e-05,2.82151768149806,0.6972972972972973,4,4,0.36115396556147666,0.040134910827402205,0.5,reject_weak_relevance,39
d_wx_shadow_rate,shadow rate,policy-rate bridge,timing_factor_monthly_easing,"L1_d_wx_shadow_rate,L2_d_wx_shadow_rate,inflation_ea20_mom,L1_inflation_ea20_mom",206,2005-04,2022-08,0.0017410692317175094,0.00841568124666004,0.2068839325881661,0.8361005049979031,0.022138543773064775,0.00011068046734346834,0.1270027736124919,positive,weak,Monthly change in the Wu-Xia shadow rate; best local proxy for the stance variable in the lower-bound period.,0.2103253921689493,0.025077821742708874,1.1327674484723886,147,0.0965726838721742,2.246170482167358e-05,2.5098365003267364,0.3197278911564626,4,3,0.17636003130630137,0.1609195793974648,0.3333333333333333,reject_weak_relevance,40
d_ln_nfc_loans_ea_stock,NFC credit,credit response,target_factor_monthly_easing,"L1_d_ln_nfc_loans_ea_stock,L2_d_ln_nfc_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,1.567197586743789e-05,0.00021776093243284955,0.07196872135120298,0.9426268000275846,0.011741139019874051,4.891901939527757e-05,0.25215846098592953,positive,weak,Transmission response candidate for productive credit; not a policy variable.,0.28803141563810597,4.259986958990676,362.8256978969297,187,1.8721997351220123,0.024609901038717755,46.381828490350735,0.679144385026738,4,4,20.48788926198641,1.2068696853448742,0.75,reject_weak_relevance,41
